UnitID,Institution Name,Grand total (EF2019  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Grand total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),
120403,Otis College of Art and Design,274,277,203,203,191,238,160,183,
155636,Ottawa University-Kansas City,,,,3,3,,3,2,
428259,Ottawa University-Milwaukee,,,,1,1,1,,,
155627,Ottawa University-Ottawa,189,244,202,190,160,173,145,154,
105367,Ottawa University-Phoenix,,,,1,1,1,,4,
464226,Ottawa University-Surprise,195,224,,,,,,,
204936,Otterbein University,623,579,606,646,569,563,575,564,
107512,Ouachita Baptist University,441,443,468,396,412,420,393,363,
227331,Our Lady of the Lake University,330,374,338,216,308,357,338,321,
178679,Ozark Christian College,183,134,109,116,141,144,177,183,
194310,Pace University,1948,2013,2045,2031,2128,2033,1804,1848,
236230,Pacific Lutheran University,598,649,619,680,643,574,648,633,
209603,Pacific Northwest College of Art,109,131,82,81,70,74,61,78,
455406,Pacific Northwest University of Health Sciences,,,,,,,,,
120768,Pacific Oaks College,,24,,,,,,,
120795,Pacific School of Religion,,,,,,,,,
120838,Pacific States University,1,,,2,2,1,,1,
120865,Pacific Union College,169,163,204,252,251,326,335,291,
209612,Pacific University,416,421,424,431,479,459,421,460,
140720,Paine College,105,203,95,104,131,215,268,176,
136330,Palm Beach Atlantic University,520,526,533,505,551,524,578,439,
154174,Palmer College of Chiropractic,,,1,1,2,,6,5,
120698,Palo Alto University,,,,,,,,,
121628,Pardee RAND Graduate School,,,,,,,,,
178721,Park University,447,290,519,528,512,176,162,212,
243823,Parker University,41,140,57,38,5,20,26,34,
227429,Paul Quinn College,147,141,150,105,167,89,70,71,
194392,Paul Smiths College of Arts and Science,185,186,195,230,247,244,240,286,
204990,Payne Theological Seminary,,,,,,,,,
214883,Peirce College,50,44,87,64,81,116,51,135,
214971,Pennsylvania Academy of the Fine Arts,32,34,37,38,37,21,39,30,
215053,Pennsylvania College of Art and Design,64,54,72,75,71,59,52,63,
442356,Pennsylvania College of Health Sciences,115,92,183,126,193,229,179,153,
219842,Pentecostal Theological Seminary,,,,,,,,,
121150,Pepperdine University,726,803,862,743,745,656,784,787,
199306,Pfeiffer University,254,308,277,180,160,216,234,221,
215123,Philadelphia College of Osteopathic Medicine,,,,,,,,,
107600,Philander Smith College,253,297,334,291,174,112,135,168,
189282,Phillips School of Nursing at Mount Sinai Beth Israel,,1,1,1,2,7,5,7,
414966,Phillips Theological Seminary,,,,,,,,,
381459,Phoenix Seminary,,,,,,,,,
140818,Piedmont University,275,256,291,274,281,271,255,210,
440794,Pillar College,53,70,51,45,42,161,61,57,
167455,Pine Manor College,65,62,82,93,92,185,53,105,
215415,Pittsburgh Technical College,678,631,609,663,694,832,719,686,
215424,Pittsburgh Theological Seminary,,,,,,,,,
121257,Pitzer College,276,273,262,268,267,268,265,261,
121309,Point Loma Nazarene University,612,657,618,594,599,588,647,601,
215442,Point Park University,633,616,640,611,595,635,548,523,
138868,Point University,216,247,278,321,266,281,192,447,
456481,Polytechnic University of Puerto Rico-Miami,4,7,2,2,2,3,3,3,
456490,Polytechnic University of Puerto Rico-Orlando,15,16,19,6,4,1,1,4,
121345,Pomona College,416,412,411,411,400,450,397,399,
205027,Pontifical College Josephinum,7,19,11,13,16,19,14,19,
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,,,,,,,,,
455813,Pontifical John Paul II Institute for Studies on Marriage and Family,,,,,,,,,
167464,Pope St John XXIII National Seminary,,,,,,,,,
194578,Pratt Institute-Main,783,848,836,848,837,734,716,721,
218539,Presbyterian College,342,310,276,287,262,275,296,282,
490045,Presbyterian Theological Seminary in America,2,4,12,,,,,,
105589,Prescott College,51,46,64,47,35,41,40,64,
219295,Presentation College,69,98,114,139,110,104,131,110,
486433,Presidio Graduate School,,,,,,,,,
186122,Princeton Theological Seminary,,,,,,,,,
186131,Princeton University,1335,1338,1305,1305,1317,1310,1284,1357,
148016,Principia College,66,100,85,112,79,121,125,116,
455770,Providence Christian College,35,35,33,54,60,29,20,11,
217402,Providence College,1094,1122,1064,1058,1034,1032,1027,998,
199412,Queens University of Charlotte,338,369,386,279,284,287,316,359,
148131,Quincy University,215,262,234,287,278,214,275,262,
130226,Quinnipiac University,1552,1899,1966,1910,1903,1656,1800,1781,
384421,Rabbi Jacob Joseph School,23,6,28,24,25,19,32,29,
194657,Rabbinical Academy Mesivta Rabbi Chaim Berlin,36,39,26,38,31,29,44,36,
194693,Rabbinical College Beth Shraga,17,16,12,23,21,20,14,15,
194666,Rabbinical College Bobover Yeshiva Bnei Zion,66,69,70,50,57,45,36,43,
186186,Rabbinical College of America,46,54,61,40,42,37,19,25,
194736,Rabbinical College of Long Island,38,44,41,41,36,,,,
405854,Rabbinical College of Ohr Shimon Yisroel,27,21,26,21,48,50,27,37,
484871,Rabbinical College Ohr Yisroel,34,33,33,37,26,34,,,
205124,Rabbinical College Telshe,12,19,15,14,8,12,13,14,
194763,Rabbinical Seminary of America,97,76,101,75,90,111,107,91,
231837,Radford University-Carilion,,66,65,48,65,79,66,81,
207157,Randall University,57,78,77,59,107,70,41,54,
233301,Randolph College,143,166,202,187,184,191,216,180,
233295,Randolph-Macon College,432,420,374,396,405,427,382,411,
178891,Ranken Technical College,564,545,466,448,492,652,777,745,
215619,Reconstructionist Rabbinical College,,,,,,,,,
209922,Reed College,394,363,411,354,421,347,354,320,
215628,Reformed Presbyterian Theological Seminary,,,,,3,1,,,
490230,Reformed University,35,11,2,,,,,,
231651,Regent University,415,465,476,351,361,222,230,216,
167598,Regis College,212,229,272,317,267,249,266,278,
127918,Regis University,481,508,540,486,545,481,390,490,
140872,Reinhardt University,338,351,377,356,284,310,346,371,
492209,Reiss-Davis Graduate School,,,,,,,,,
475033,Relay Graduate School of Education,,,,,,,,,
223463,Remington College-Dallas Campus,162,156,219,258,205,291,330,352,
377111,Remington College-Fort Worth Campus,132,154,129,141,130,160,120,140,
412599,Remington College-Memphis Campus,190,181,151,168,173,250,264,283,
366535,Remington College-Mobile Campus,72,114,98,104,103,187,171,163,
445203,Remington College-North Houston Campus,141,154,118,159,164,156,147,183,
451866,Remington College-Shreveport Campus,78,83,102,72,71,103,108,89,
129428,Rensselaer at Hartford,,,,,,,,,
194824,Rensselaer Polytechnic Institute,1665,1778,1663,1691,1379,1331,1411,1326,
149763,Resurrection University,,,,,,,,,
217493,Rhode Island School of Design,480,473,451,456,464,462,455,434,
221351,Rhodes College,517,543,512,507,562,507,545,554,
227757,Rice University,961,958,1046,978,968,949,976,931,
441104,Richmont Graduate University,,,,,,,,,
186283,Rider University,863,926,1011,871,865,1008,911,754,
136774,Ringling College of Art and Design,442,429,367,355,306,270,257,312,
239628,Ripon College,221,267,234,214,216,211,238,205,
183211,Rivier University,243,273,266,289,187,176,223,225,
233426,Roanoke College,553,576,557,508,508,562,542,543,
215655,Robert Morris University,732,817,873,884,865,861,994,854,
148335,Robert Morris University Illinois,412,398,427,551,630,727,699,756,
194958,Roberts Wesleyan College,222,228,219,227,225,256,206,213,
195003,Rochester Institute of Technology,2683,2847,2758,2599,2907,2678,2784,2736,
170967,Rochester University,142,139,165,183,161,162,162,155,
195049,Rockefeller University,,,,,,,,,
148405,Rockford University,170,161,152,160,168,147,110,105,
179043,Rockhurst University,394,402,430,403,320,399,438,447,
180595,Rocky Mountain College,245,252,247,217,239,229,238,262,
217518,Roger Williams University,1113,1040,1135,1211,1023,1152,1116,997,
409616,Roger Williams University School of Law,,,,,,,,,
136950,Rollins College,556,549,530,538,493,540,477,518,
148487,Roosevelt University,305,324,360,337,361,607,444,553,
145558,Rosalind Franklin University of Medicine and Science,,,,,,,,,
152318,Rose-Hulman Institute of Technology,496,499,557,543,545,582,559,621,
445735,Roseman University of Health Sciences,,,,,,,,,
215691,Rosemont College,109,91,140,158,135,124,112,75,
148511,Rush University,,,,,,,,,
195128,Russell Sage College,234,370,202,206,263,283,297,285,
176318,Rust College,215,271,247,365,242,286,267,271,
172033,Sacred Heart Major Seminary,19,10,7,18,12,8,1,3,
239637,Sacred Heart Seminary and School of Theology,,,,,,,,,
130253,Sacred Heart University,1601,1465,1387,1322,1290,1385,1267,865,
154235,Saint Ambrose University,477,506,550,454,448,524,562,582,
183239,Saint Anselm College,509,591,546,518,528,523,508,527,
149028,Saint Anthony College of Nursing,1,,,1,1,,,,
148876,Saint Augustine College,139,160,182,190,256,275,292,271,
199582,Saint Augustine's University,267,211,332,353,212,268,327,412,
216047,Saint Charles Borromeo Seminary-Overbrook,5,12,9,17,26,14,10,7,
227845,Saint Edward's University,697,804,793,864,873,811,791,788,
186618,Saint Elizabeth University,170,182,164,167,101,141,124,146,
148575,Saint Francis Medical Center College of Nursing,,,,,,,,,
215743,Saint Francis University,405,363,377,351,416,393,403,432,
195720,Saint John Fisher College,601,601,626,576,553,597,521,578,
167677,Saint John's Seminary,,,,,,,,,
174792,Saint Johns University,414,404,469,465,459,455,500,451,
160409,Saint Joseph Seminary College,26,23,17,28,17,17,14,12,
161518,Saint Joseph's College of Maine,212,304,267,328,388,391,434,1220,
215770,Saint Joseph's University,1103,1130,1076,1274,1186,1361,1275,1231,
137032,Saint Leo University,782,561,536,610,656,616,639,634,
179256,Saint Louis Christian College,12,7,3,14,17,14,21,26,
179159,Saint Louis University,1902,1517,1633,1559,1625,1639,1638,1671,
179450,Saint Luke's College of Health Sciences,8,8,,,,,,,
236452,Saint Martin's University,337,241,279,241,179,154,158,228,
152390,Saint Mary's College,381,403,362,432,419,378,437,417,
123554,Saint Mary's College of California,517,627,646,562,650,581,622,623,
174817,Saint Mary's University of Minnesota,301,306,300,283,277,334,319,343,
152381,Saint Mary-of-the-Woods College,146,168,135,80,73,94,65,73,
152451,Saint Meinrad School of Theology,,,,,,,,,
231059,Saint Michael's College,392,449,409,461,464,574,506,544,
239716,Saint Norbert College,538,620,526,584,601,536,539,601,
179317,Saint Paul School of Theology,,,,,,,,,
186432,Saint Peter's University,431,563,651,626,569,584,610,396,
215798,Saint Vincent College,359,417,456,393,445,449,472,339,
136701,Saint Vincent de Paul Regional Seminary,,,,,,,,,
215813,Saint Vincent Seminary,,,,,,,,,
195580,Saint Vladimirs Orthodox Theological Seminary,,,,,,,,,
148627,Saint Xavier University,668,703,602,616,622,566,594,475,
199607,Salem College,109,103,163,204,186,202,181,172,
180647,Salish Kootenai College,111,123,164,138,146,105,123,93,
214564,Salus University,,,,,,,,,
217536,Salve Regina University,655,493,590,548,556,630,463,544,
102049,Samford University,901,958,857,916,826,730,765,708,
122296,Samuel Merritt University,,,,,,,,,
112084,San Diego Christian College,63,67,71,57,99,137,125,103,
122454,San Francisco Art Institute,32,53,53,62,86,81,72,82,
122506,San Francisco Conservatory of Music,57,61,61,54,34,41,33,37,
122649,San Joaquin College of Law,,,,,,,,,
481535,Sanford Burnham Prebys Medical Discovery Institute,,,,,,,,,
122931,Santa Clara University,1391,1392,1406,1317,1261,1319,1291,1278,
195304,Sarah Lawrence College,398,425,393,377,353,356,427,344,
140951,Savannah College of Art and Design,2769,2759,2429,2236,2049,1833,1691,1707,
123095,Saybrook University,,,,,,,,,
143048,School of the Art Institute of Chicago,619,631,651,634,574,604,577,563,
228042,Schreiner University,310,359,341,302,289,273,299,272,
123165,Scripps College,283,252,327,270,277,250,272,235,
236577,Seattle Pacific University,638,714,647,685,688,685,767,784,
236595,Seattle University,930,1083,957,985,999,931,964,903,
102058,Selma University,55,55,55,53,141,188,240,240,
232885,Sentara College of Health Sciences,,,,,,,,,
186584,Seton Hall University,1631,1525,1459,1243,1406,1265,1342,1461,
215947,Seton Hill University,397,383,424,366,392,335,386,347,
195438,Sh'or Yoshuv Rabbinical College,1,1,3,2,7,22,16,10,
123280,Shasta Bible College and Graduate School,2,5,6,9,9,4,14,10,
199643,Shaw University,254,391,493,643,402,469,537,507,
233541,Shenandoah University,503,443,438,460,446,417,418,459,
461485,Shepherds Theological Seminary,,,,,,,2,2,
218751,Sherman College of Chiropractic,,,,,,,,,
140988,Shorter University,324,323,264,319,262,296,309,277,
195474,Siena College,841,746,776,764,753,709,766,735,
172264,Siena Heights University,327,291,285,293,305,273,301,277,
182458,Sierra Nevada University,59,83,72,94,93,117,91,70,
461759,Simmons College of Kentucky,46,63,60,50,44,110,19,6,
167783,Simmons University,433,395,401,454,471,303,338,401,
154350,Simpson College,294,360,298,348,322,346,377,418,
123457,Simpson University,109,86,100,118,88,127,149,147,
219374,Sinte Gleska University,90,207,92,52,32,63,180,26,
219240,Sioux Falls Seminary,,,,,,,,,
231068,SIT Graduate Institute,,,,,,,,,
195526,Skidmore College,735,678,661,714,686,724,660,647,
167835,Smith College,633,613,638,654,609,616,643,651,
399911,Soka University of America,108,111,107,104,127,100,112,103,
123633,South Baylo University,,,,,,,,,
366003,South Florida Bible College and Theological Seminary,16,22,16,23,20,26,31,12,
228194,South Texas College of Law Houston,,,,,,,,,
417734,Southeast Missouri Hospital College of Nursing and Health Sciences,15,10,7,6,10,5,5,3,
176336,Southeastern Baptist College,15,33,18,10,11,12,8,7,
199759,Southeastern Baptist Theological Seminary,129,140,92,32,167,131,92,,
137564,Southeastern University,1389,1460,1226,1048,979,905,865,592,
221661,Southern Adventist University,512,502,567,502,539,559,490,569,
123952,Southern California Institute of Architecture,30,29,32,21,31,34,32,32,
117575,Southern California Seminary,,1,1,8,1,4,4,4,
117672,Southern California University of Health Sciences,2,2,2,2,1,,,,
221670,Southern College of Optometry,,,,,,,,,
228246,Southern Methodist University,1544,1530,1423,1522,1374,1459,1431,1426,
206862,Southern Nazarene University,283,290,297,268,284,270,283,275,
183026,Southern New Hampshire University,10485,9347,7191,4270,5225,3308,1965,1278,
233611,Southern Virginia University,328,311,331,270,237,224,224,205,
217776,Southern Wesleyan University,199,215,201,203,188,191,162,159,
179326,Southwest Baptist University,458,453,474,457,459,483,482,560,
420246,Southwest College of Naturopathic Medicine & Health Sciences,,,,,,,,,
228468,Southwestern Adventist University,107,128,129,134,147,165,167,119,
228325,Southwestern Assemblies of God University,317,303,330,331,286,319,345,298,
228486,Southwestern Christian College,39,35,94,56,59,63,60,85,
207856,Southwestern Christian University,113,134,131,162,124,155,209,131,
155900,Southwestern College,160,187,189,182,90,123,128,148,
188207,Southwestern College,,,,,,,,,
123970,Southwestern Law School,,,,,,,,,
228343,Southwestern University,444,442,362,381,359,382,491,357,
157757,Spalding University,139,185,171,168,197,206,213,200,
141060,Spelman College,516,571,548,533,566,552,559,523,
148982,Spertus College,,,,,,,,,
172334,Spring Arbor University,216,192,269,308,291,337,369,314,
102234,Spring Hill College,296,309,395,392,417,363,435,299,
167899,Springfield College,596,527,655,541,546,562,510,541,
475273,Springfield College-Regional  Online  and Continuing Education,,,,,,,,,
195155,St Bernard's School of Theology and Ministry,,,,,,,,,
195164,St Bonaventure University,492,551,439,433,390,435,438,486,
175005,St Catherine University,335,411,399,430,431,478,444,464,
195173,St Francis College,616,564,440,504,534,516,568,695,
123855,St John's Seminary,,,,,,,,,
195216,St Lawrence University,605,640,695,565,679,600,629,642,
154262,St Luke's College,6,10,4,4,8,5,1,4,
174844,St Olaf College,806,809,786,824,763,765,752,864,
199698,St. Andrews University,209,190,190,224,144,152,178,147,
137272,St. John Vianney College Seminary,7,8,9,10,9,6,17,11,
163976,St. John's College,127,122,122,127,102,136,122,118,
245652,St. John's College,74,71,70,67,76,76,83,99,
148593,St. John's College-Department of Nursing,,,,,,,,,
195809,St. John's University-New York,3135,3116,2967,3248,3253,2795,2794,2792,
195562,St. Joseph's College-Long Island,438,463,402,,,,,,
195544,St. Joseph's College-New York,212,202,172,629,516,511,547,589,
228149,St. Mary's University,545,640,643,587,593,469,596,584,
195243,St. Thomas Aquinas College,243,272,246,256,276,234,337,270,
137476,St. Thomas University,468,208,232,195,193,163,195,210,
243744,Stanford University,1698,1696,1700,1738,1719,1677,1674,1762,
123916,Starr King School for the Ministry,,,,,,,,,
179548,Stephens College,111,118,129,160,191,185,168,140,
155937,Sterling College,139,156,218,128,143,188,169,139,
231095,Sterling College,24,20,28,27,25,21,18,16,
137546,Stetson University,934,895,864,813,983,773,852,818,
186867,Stevens Institute of Technology,969,1009,762,737,686,734,622,614,
230621,Stevens-Henager College,24,21,35,22,30,27,40,249,
230630,Stevens-Henager College,6,10,20,15,13,20,44,41,
438151,Stevens-Henager College,22,14,29,92,92,147,79,604,
446677,Stevens-Henager College,5,9,8,16,17,8,26,22,
460899,Stevens-Henager College,23,20,57,37,43,35,70,330,
474906,Stevens-Henager College,14,7,17,12,10,10,27,13,
477950,Stevens-Henager College,7,7,15,11,16,15,15,16,
164173,Stevenson University,694,604,688,778,733,690,753,861,
102270,Stillman College,235,145,163,129,249,321,163,301,
167996,Stonehill College,652,650,667,734,656,610,610,814,
168005,Suffolk University,1084,1240,1061,1186,1334,1085,1165,1240,
447953,SUM Bible College and Theological Seminary,74,86,115,135,93,134,66,90,
181543,Summit Christian College,5,5,2,6,8,5,4,14,
216278,Susquehanna University,620,619,634,637,668,575,589,631,
216287,Swarthmore College,417,414,392,415,407,407,388,378,
233718,Sweet Briar College,103,110,79,134,24,154,197,176,
196413,Syracuse University,3660,3599,3649,3712,3481,3470,3487,3392,
155973,Tabor College,128,163,149,136,150,159,159,142,
102298,Talladega College,291,294,160,26,350,302,276,219,
137777,Talmudic College of Florida,13,8,17,11,19,10,4,11,
186900,Talmudical Academy-New Jersey,6,4,10,10,17,6,18,12,
196440,Talmudical Institute of Upstate New York,3,,6,1,,5,7,4,
451404,Talmudical Seminary of Bobov,94,102,79,104,79,77,68,32,
196431,Talmudical Seminary Oholei Torah,50,27,43,31,44,56,49,71,
216311,Talmudical Yeshiva of Philadelphia,36,36,38,37,36,36,38,34,
152530,Taylor University,490,532,448,472,519,435,460,498,
196468,Teachers College at Columbia University,,,,,,,,,
149329,Telshe Yeshiva-Chicago,19,26,13,20,21,18,18,18,
221731,Tennessee Wesleyan University,206,188,208,199,213,198,211,220,
228866,Texas Chiropractic College Foundation Inc,,,,,,,,,
228875,Texas Christian University,2159,2194,1955,1888,2078,1891,1936,1854,
228884,Texas College,194,274,266,264,139,176,242,146,
228981,Texas Lutheran University,419,364,417,377,395,309,346,355,
229160,Texas Wesleyan University,327,299,306,301,369,313,273,282,
132408,The Baptist College of Florida,28,33,40,34,40,35,48,42,
131283,The Catholic University of America,818,834,831,723,908,832,837,884,
455433,The Chicago School of Professional Psychology at Anaheim,,,,,,,,,
143978,The Chicago School of Professional Psychology at Chicago,,,,,,,,,
455664,The Chicago School of Professional Psychology at Los Angeles,1,24,14,21,,,,,
491190,The Chicago School of Professional Psychology at San Diego,,,,,,,,,
459745,The Chicago School of Professional Psychology at Washington DC,,,,,,,,,
487153,The Chicago School of Professional Psychology at Xavier University of Louisiana,,,,,,,,,
201821,The Christ College of Nursing and Health Sciences,103,79,79,74,55,36,30,33,
142294,The College of Idaho,361,286,268,238,201,276,292,292,
195234,The College of Saint Rose,640,616,577,641,632,534,621,590,
174899,The College of Saint Scholastica,450,397,482,451,440,461,432,477,
206589,The College of Wooster,543,569,568,545,566,547,560,573,
191320,The General Theological Seminary,,,,,,,,,
146241,The John Marshall Law School,,,,,,,,,
192110,The Juilliard School,116,121,110,113,110,129,109,108,
454184,The King's College,125,145,149,161,150,144,127,203,
439701,The King's University,23,19,22,29,44,46,53,68,
117751,The Master's University and Seminary,218,269,164,174,214,195,188,209,
167057,The New England Conservatory of Music,121,110,109,122,90,75,96,102,
193654,The New School,1467,1797,1596,1613,1296,1206,1038,1096,
475228,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,,,,,,,,,
125037,The Santa Barbara and Ventura Colleges of Law at Ventura,,,,,,,,,
104665,The School of Architecture,,,,,,,,,
441131,The Seattle School of Theology & Psychology,,,,,,,,,
157748,The Southern Baptist Theological Seminary,144,202,141,156,154,113,120,94,
475237,The University of America,,,,,,,4,,
202763,The University of Findlay,520,560,594,544,714,619,581,575,
137847,The University of Tampa,2184,2164,2141,1907,1803,1753,1592,1518,
215105,The University of the Arts,401,425,410,413,404,374,457,417,
221519,The University of the South,438,477,448,514,469,466,488,453,
126012,The Wright Institute,,,,,,,,,
216348,Theological Seminary of the Reformed Episcopal Church,,,,,,,,,
216357,Thiel College,248,236,186,277,207,280,303,298,
124292,Thomas Aquinas College,117,121,90,87,79,89,88,84,
161563,Thomas College,215,246,234,279,257,218,260,248,
126049,Thomas Jefferson School of Law,,,,,,,,,
216366,Thomas Jefferson University,632,594,,,,,,,
183275,Thomas More College of Liberal Arts,21,23,13,22,14,21,14,25,
157809,Thomas More University,377,491,351,414,276,276,264,266,
141167,Thomas University,92,83,79,106,113,93,79,142,
206048,Tiffin University,442,481,455,461,488,520,487,1313,
141185,Toccoa Falls College,218,218,217,215,150,162,168,178,
196583,Torah Temimah Talmudical Seminary,7,3,21,16,21,36,53,52,
176406,Tougaloo College,125,152,196,201,154,170,153,243,
196592,Touro College,660,642,822,578,416,658,764,869,
459736,Touro University California,,,,,,,,,
459824,Touro University Nevada,,,,,,,,,
459727,Touro University Worldwide,42,31,39,34,27,13,18,6,
445054,Toyota Technological Institute at Chicago,,,,,,,,,
157818,Transylvania University,269,298,282,242,309,261,290,333,
221892,Trevecca Nazarene University,392,380,421,414,373,320,246,239,
206154,Tri-State Bible College,2,2,1,2,4,3,4,2,
152567,Trine University,618,641,602,461,470,523,372,468,
414878,Trine University-Regional/Non-Traditional Campuses,1,3,2,3,3,7,4,4,
137953,Trinity Baptist College,73,82,63,97,94,113,78,62,
200484,Trinity Bible College and Graduate School,37,57,52,55,46,71,53,61,
149505,Trinity Christian College,160,153,192,160,191,190,205,187,
130590,Trinity College,580,579,580,572,559,611,604,591,
137962,Trinity College of Florida,34,32,36,26,34,32,24,36,
146755,Trinity College of Nursing & Health Sciences,,,,,1,4,,,
216463,Trinity Episcopal School for Ministry,,,,,,,,,
135610,Trinity International University-Florida,20,7,2,6,7,,,,
149514,Trinity International University-Illinois,108,184,170,163,150,164,182,158,
123448,Trinity Law School,,,,,,,,,
229267,Trinity University,646,690,642,662,602,655,534,596,
131876,Trinity Washington University,246,222,267,237,241,298,274,264,
196653,Trocaire College,88,88,109,143,117,137,149,154,
141237,Truett McConnell University,215,285,214,222,210,209,199,192,
168148,Tufts University,1613,1541,1410,1336,1358,1350,1307,1307,
160755,Tulane University of Louisiana,1821,1909,1905,1856,1719,1647,1609,1641,
200527,Turtle Mountain Community College,118,122,129,124,117,123,120,113,
221953,Tusculum University,292,285,337,325,295,299,318,334,
102377,Tuskegee University,526,562,749,655,596,640,659,655,
246789,Unification Theological Seminary,,,,,,12,5,,
491525,Union Bible College,16,11,,,,,,,
157863,Union College,172,222,250,264,213,240,241,214,
181738,Union College,126,154,157,156,172,156,178,152,
196866,Union College,550,571,570,560,568,570,559,591,
206279,Union Institute & University,5,5,9,13,8,13,18,20,
233842,Union Presbyterian Seminary,,,,,,,,,
196884,Union Theological Seminary in the City of New York,,,,,,,,,
221971,Union University,326,376,348,336,349,395,550,457,
213631,United Lutheran Seminary,,,,,,,,,
102395,United States Sports Academy,,,,,,,,,
197018,United Talmudical Seminary,448,450,418,464,467,513,512,434,
206288,United Theological Seminary,,,,,,,,,
175139,United Theological Seminary of the Twin Cities,,,,,,,,,
200554,United Tribes Technical College,117,71,108,129,68,164,114,105,
161572,Unity College,206,192,175,215,198,183,146,120,
128744,University of Bridgeport,368,523,550,487,412,537,542,598,
237312,University of Charleston,282,305,343,304,319,335,272,241,
144050,University of Chicago,1726,1809,1736,1591,1537,1445,1426,1527,
224323,University of Dallas,382,376,419,371,393,342,380,354,
202480,University of Dayton,2035,2200,2226,1827,2149,2176,1787,2051,
127060,University of Denver,1351,1477,1504,1399,1432,1424,1407,1203,
169716,University of Detroit Mercy,530,583,550,532,516,469,493,481,
153278,University of Dubuque,398,526,520,441,444,447,443,448,
150534,University of Evansville,445,498,442,537,515,532,543,518,
457402,University of Fort Lauderdale,14,33,21,1,1,,,2,
129525,University of Hartford,1234,1220,1334,1301,1451,1217,1276,1289,
179265,University of Health Sciences and Pharmacy in St. Louis,90,107,106,120,188,195,246,247,
160065,University of Holy Cross,65,120,81,96,77,63,58,62,
151263,University of Indianapolis,1174,1222,1156,1032,978,992,834,860,
200156,University of Jamestown,256,264,235,262,231,211,262,222,
117140,University of La Verne,495,673,606,557,726,568,565,624,
232609,University of Lynchburg,477,538,543,521,527,512,512,517,
200217,University of Mary,432,530,437,407,405,422,423,402,
226471,University of Mary Hardin-Baylor,868,875,754,750,726,711,675,631,
135726,University of Miami,2204,2367,2212,2066,2084,2078,2151,2012,
101693,University of Mobile,266,253,228,224,289,275,259,230,
199069,University of Mount Olive,296,336,329,293,302,286,236,333,
204185,University of Mount Union,555,625,539,642,539,635,552,647,
161457,University of New England,712,635,651,722,626,576,633,633,
129941,University of New Haven,1285,1338,1449,1128,1244,1221,1174,1127,
204486,University of Northwestern Ohio,863,996,1090,1000,1242,1245,1362,1407,
174491,University of Northwestern-St Paul,408,418,401,423,450,441,468,471,
152080,University of Notre Dame,2051,2070,2051,2046,2007,2012,2070,2014,
215062,University of Pennsylvania,2388,2510,2449,2486,2423,2413,2410,2453,
157535,University of Pikeville,328,289,279,329,314,352,386,368,
209825,University of Portland,1004,1004,1003,961,941,1082,835,874,
180258,University of Providence,104,141,101,95,168,151,152,141,
236328,University of Puget Sound,615,653,593,674,652,663,670,631,
121691,University of Redlands,722,725,730,586,525,745,663,724,
122603,University of Redlands Graduate School of Theology,,,,,,,,,
233374,University of Richmond,832,832,801,817,808,817,807,781,
205203,University of Rio Grande,179,368,248,287,296,366,425,327,
195030,University of Rochester,1500,1522,1550,1461,1400,1436,1472,1343,
152336,University of Saint Francis-Fort Wayne,394,347,454,343,372,344,388,367,
130314,University of Saint Joseph,204,218,134,126,213,150,153,159,
488785,University of Saint Katherine,49,49,23,,,,,,
155812,University of Saint Mary,149,134,145,122,135,107,104,117,
148885,University of Saint Mary of the Lake,,,,,,,,,
122436,University of San Diego,1142,1310,1210,1133,1105,1129,1238,1074,
122612,University of San Francisco,1293,1542,1532,1587,1267,1502,1148,1354,
215929,University of Scranton,996,943,903,1006,912,1067,881,961,
219383,University of Sioux Falls,297,311,280,281,278,245,237,267,
123961,University of Southern California,3165,3401,3358,3068,2949,3098,2922,3021,
148584,University of St Francis,235,214,229,215,181,216,237,220,
174914,University of St Thomas,1579,1759,1498,1349,1435,1409,1368,1447,
227863,University of St Thomas,343,355,295,277,243,227,237,271,
156541,University of the Cumberlands,756,467,433,419,436,405,488,459,
225627,University of the Incarnate Word,1012,822,808,788,906,946,1045,1064,
107558,University of the Ozarks,209,273,259,189,211,171,159,157,
120883,University of the Pacific,808,954,899,726,937,924,958,852,
215132,University of the Sciences,426,323,353,314,323,360,440,483,
188182,University of the Southwest,93,84,108,119,100,60,50,58,
449870,University of the West,8,18,49,20,6,29,18,27,
207971,University of Tulsa,831,806,743,717,713,764,856,806,
216542,University of Valley Forge,110,105,104,139,149,121,134,179,
210438,University of Western States,,,1,,10,25,10,4,
154493,Upper Iowa University,211,186,219,234,271,371,267,246,
440004,Upper Valley Educators Institute,,,,,,,,,
455099,Urshan Graduate School of Theology,,,,,,,,,
216524,Ursinus College,431,378,402,382,429,497,425,456,
