UnitID,Institution Name,Total expenses-Total amount (F1819_F2),Total expenses-Total amount (F1718_F2_RV),Total expenses-Total amount (F1617_F2_RV),Total expenses-Total amount (F1516_F2_RV),Total expenses-Total amount (F1415_F2_RV),Total expenses-Total amount (F1314_F2_RV),Total expenses-Total amount (F1213_F2_RV),Total expenses-Total amount (F1112_F2_RV),
101912,Oakwood University,55566100,54786282,51255099,52240860,52219973,51670636,47598109,47822855,
204501,Oberlin College,188845259,187247016,186817686,194064122,182985478,174317635,170572732,161899944,
227289,Oblate School of Theology,8651621,8306381,8252114,8128247,7727991,7534537,7120472,6399112,
120254,Occidental College,126637450,122484102,116996130,116106569,111987735,109309886,107487926,101064954,
140696,Oglethorpe University,29509654,27817745,26976652,25221810,25592157,23743722,39640420,40868649,
201964,Ohio Christian University,31423549,34029398,37018066,34384669,30291075,28062645,26489827,21008781,
204617,Ohio Dominican University,34207125,32545621,34555848,35944130,35652538,36939061,37618607,38220652,
204635,Ohio Northern University,89489298,91695237,91794342,90793912,89169735,93080429,101668697,93535245,
237640,Ohio Valley University,16015888,10826240,12024359,10259840,11251558,10370232,9848047,10472500,
204909,Ohio Wesleyan University,74404828,74278585,70005827,67653907,69908675,69443500,66787999,65958059,
194189,Ohr Hameir Theological Seminary,3712321,3655651,3469130,3377243,3297515,3178225,3441500,3006499,
207403,Oklahoma Baptist University,47188658,46494418,45839613,45167334,41959817,36147019,37093660,35455272,
207324,Oklahoma Christian University,48972078,47827167,48550350,50298044,54676674,54108827,54708371,58610432,
207458,Oklahoma City University,76801068,77147084,73647385,73671955,74288728,72592916,77760672,78291254,
206835,Oklahoma Wesleyan University,19396879,20040900,20159034,22082713,20505294,18050018,16647363,16020129,
171599,Olivet College,24747570,23500164,22221054,20369894,18926904,19636367,19215549,17894408,
147828,Olivet Nazarene University,91766677,92666198,94031914,97753859,92128598,83936033,76443551,73489294,
461120,Omega Graduate School,483210,514711,467207,484288,425614,508492,510569,657662,
207582,Oral Roberts University,103250309,104050757,107433926,104170668,99779576,100086330,98266910,97380020,
369659,Oregon College of Oriental Medicine,6642534,7197383,7035506,6873369,6723138,7346635,7220393,6364343,
120403,Otis College of Art and Design,47298748,44210468,42067650,41142660,40106084,38261277,38796596,37969562,
155636,Ottawa University-Kansas City,,,,,,,,,
428259,Ottawa University-Milwaukee,,,,,,,,,
155627,Ottawa University-Ottawa,55930131,50852811,38381729,35351528,38925881,39986728,39968298,42158466,
105367,Ottawa University-Phoenix,,,,,,,,,
464226,Ottawa University-Surprise,,,,,,,,,
204936,Otterbein University,65851032,66493334,65175533,64461464,64885478,64387418,61560264,59943496,
107512,Ouachita Baptist University,43326728,41275576,44047533,40583999,41606500,40133442,40296624,39456808,
227331,Our Lady of the Lake University,64504928,61294013,59164837,58378526,53509367,50595265,44577501,41999507,
178679,Ozark Christian College,11025832,10808177,10887032,11369250,11405574,10374286,10009731,9581822,
194310,Pace University,381751361,383289472,370264516,355998024,343111229,331617609,322541300,306066368,
236230,Pacific Lutheran University,94380000,93063802,96385189,103249222,101274204,104160113,102178931,100312434,
209603,Pacific Northwest College of Art,19152662,19014752,17445103,17712802,15991154,13755010,14373157,13346371,
455406,Pacific Northwest University of Health Sciences,28362714,27455574,24059834,21175639,18827603,16083107,14852870,14113374,
120768,Pacific Oaks College,19269478,18370213,19077677,17685959,16224063,13455141,13001130,11881102,
120795,Pacific School of Religion,7360897,7419342,6781417,6848995,7175575,6897138,7268060,7575996,
120838,Pacific States University,1265581,1442764,2131906,2304902,2453135,2585892,2605789,2688982,
120865,Pacific Union College,48570680,47805085,48237121,50663443,49755915,48747489,46824728,45050039,
209612,Pacific University,123978352,123062483,118095542,112788432,107499671,102622816,95288955,88331082,
140720,Paine College,15244150,13829691,14346852,15278724,20337230,24428987,19589144,23696236,
136330,Palm Beach Atlantic University,78089000,76627000,74991000,74077000,73199278,69699937,67875059,65332666,
154174,Palmer College of Chiropractic,74880176,72866971,69977123,69713033,67338150,66642652,63920464,68602557,
120698,Palo Alto University,31340340,29829314,28202885,30125097,28226554,26472835,24584931,19640068,
121628,Pardee RAND Graduate School,5726367,5461174,4599012,4645773,4142774,3861576,4326232,4023583,
178721,Park University,82883135,80838035,75212595,66928742,74869051,74897325,71975341,70126964,
243823,Parker University,41457000,38353000,38337779,36330913,34351180,32642361,29982731,29348046,
227429,Paul Quinn College,14171486,11409693,10217289,9476289,9675421,8124318,7503328,7424150,
194392,Paul Smiths College of Arts and Science,28644103,27731311,27303696,27168528,25988380,26983698,26543912,25784910,
204990,Payne Theological Seminary,3181923,2571712,2419461,2121387,1943159,1869847,1850020,1903453,
214883,Peirce College,17130125,18133128,18813411,20171293,20403128,20751168,20918593,20365704,
214971,Pennsylvania Academy of the Fine Arts,20358017,24088419,20250733,19655673,19409927,16740850,15351958,20303748,
215053,Pennsylvania College of Art and Design,6321260,6346120,5537169,5171988,5238156,5135401,5091853,5191916,
442356,Pennsylvania College of Health Sciences,37383714,37332863,36141010,26813804,24368186,23742256,20187649,21235429,
219842,Pentecostal Theological Seminary,4535117,4557900,4549606,4395572,4255952,3945998,3955514,3904308,
121150,Pepperdine University,390985000,351928000,322155000,318691000,302489000,292493000,288974000,277367000,
199306,Pfeiffer University,29673252,28699660,30296933,27256094,26607072,27107116,25534945,24370891,
215123,Philadelphia College of Osteopathic Medicine,138296516,128806635,127544622,119222712,114693695,108801234,102925190,100141949,
107600,Philander Smith College,21456333,21512699,19867060,16980136,17484675,15636606,17076336,17278252,
189282,Phillips School of Nursing at Mount Sinai Beth Israel,3434228,3456943,3491862,3576775,3774266,4102101,6433195,5950680,
414966,Phillips Theological Seminary,5338213,4652455,4397307,4601364,4297119,4326905,4124964,4081949,
381459,Phoenix Seminary,5128426,5666592,4923779,4626335,4397778,4577331,5011398,5296158,
140818,Piedmont University,43835613,40604313,38186571,38174132,34515782,32398228,30869350,29617061,
440794,Pillar College,8715869,8423749,9174987,7889521,7226888,6504148,5270005,3901867,
167455,Pine Manor College,18081292,18060119,17830621,17351051,17570092,16368169,15625924,15203143,
215415,Pittsburgh Technical College,38195353,35187129,37882639,,,,,,
215424,Pittsburgh Theological Seminary,20066364,20051060,11568598,11061658,10611498,10572511,11058197,10457216,
121257,Pitzer College,62038226,61682658,59843015,58143410,57339677,55894500,54236224,50899346,
121309,Point Loma Nazarene University,109574120,103463644,97667493,92703872,85828820,83372901,81042127,80228440,
215442,Point Park University,80698656,80200430,79277464,79779786,75169618,74627081,72073703,71144248,
138868,Point University,27584904,26050027,27976874,25296439,22344790,21410926,20801456,14474025,
456481,Polytechnic University of Puerto Rico-Miami,1293505,1219932,1129236,1075160,1186674,1263219,1203255,1103118,
456490,Polytechnic University of Puerto Rico-Orlando,4043447,3162803,2921771,2464104,2011356,1307785,1459257,1563631,
121345,Pomona College,177694000,176206000,169082000,165743000,157134000,151378000,142915000,134486000,
205027,Pontifical College Josephinum,8540660,8821062,8915958,8969810,8704942,8416001,7481085,7231009,
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,5993783,5539423,4544319,4351441,4276400,4029703,4589625,3713914,
455813,Pontifical John Paul II Institute for Studies on Marriage and Family,3126364,3295773,14302689,12665881,10459163,8064204,6788102,3605637,
167464,Pope St John XXIII National Seminary,3641005,3736436,3490900,3357594,3298715,3128942,3256527,2942661,
194578,Pratt Institute-Main,207307481,197126700,189076809,178109688,170617440,168370250,158235602,152154788,
218539,Presbyterian College,45644167,44964976,42920195,42138363,44997343,41542912,39859333,38041623,
490045,Presbyterian Theological Seminary in America,1470305,1218092,993950,,,,,,
105589,Prescott College,14897402,14262890,13544010,14621613,14812862,17305047,18427640,18095819,
219295,Presentation College,15427011,16524113,16015475,14980938,14972480,13331249,11010460,10572051,
486433,Presidio Graduate School,5289755,4261251,5807871,4358137,3736663,,,,
186122,Princeton Theological Seminary,64918373,69453113,68639283,66221240,61320239,58249077,54137960,50532524,
186131,Princeton University,1740701000,1718147000,1615975000,1670740000,1541620000,1495230000,1358553000,1317454000,
148016,Principia College,45428386,46067785,42478401,42473207,40742587,40023196,40061304,39440790,
455770,Providence Christian College,7098462,5758047,5771587,5274596,3593560,2487659,2329004,2505463,
217402,Providence College,214505761,200865848,193376437,183678867,176661868,170877050,156120473,147735610,
199412,Queens University of Charlotte,64677744,62052782,58589440,57805618,55122305,55039064,53703532,55288788,
148131,Quincy University,24836201,23029059,24188350,24919894,25167423,25052987,27040206,25280471,
130226,Quinnipiac University,338478357,329240572,314610431,325241593,293334994,291756228,263223256,245345675,
384421,Rabbi Jacob Joseph School,2743032,2932256,2754451,2577503,2417866,2496540,2138528,2142740,
194657,Rabbinical Academy Mesivta Rabbi Chaim Berlin,4405895,4332483,4257481,3665914,3154377,2896483,3063904,2914482,
194693,Rabbinical College Beth Shraga,2289304,1929874,1846669,2142602,2003375,1936663,1895398,1849856,
194666,Rabbinical College Bobover Yeshiva Bnei Zion,3566367,3722326,3027647,3162175,3088665,2920562,2781673,2619146,
186186,Rabbinical College of America,5378143,5043536,4305623,4136633,3472330,4496999,6051450,5964655,
194736,Rabbinical College of Long Island,6301130,6090283,5728160,5307439,5093251,4878788,5128762,4302567,
405854,Rabbinical College of Ohr Shimon Yisroel,4047008,3880907,3464924,3069423,2533101,2496598,2395910,2184071,
484871,Rabbinical College Ohr Yisroel,1467859,1466759,1629322,1130905,932680,602385,,,
205124,Rabbinical College Telshe,3085838,2720937,2797061,2935491,3205781,2770750,1923846,2504611,
194763,Rabbinical Seminary of America,7759339,6682201,6244737,5918701,5832463,6372514,6061334,6112914,
231837,Radford University-Carilion,35990355,26979094,26348539,24706735,24168690,22298910,22086802,21714132,
207157,Randall University,4669265,4562862,4367353,4517622,3922622,4142219,4093728,4073239,
233301,Randolph College,31489471,30549010,30395748,30560051,29302130,29338220,28846827,26689415,
233295,Randolph-Macon College,55376971,52933450,50494912,50340637,49261106,45212871,44864550,44328305,
178891,Ranken Technical College,36057936,29812066,32964097,34920419,31042622,27749396,26683173,29976962,
215619,Reconstructionist Rabbinical College,6008381,6209373,6206029,5966111,5557931,5432787,5162455,5061954,
209922,Reed College,98903244,96063813,92746830,94142823,87235717,84805078,80842644,87218500,
215628,Reformed Presbyterian Theological Seminary,1680523,1667955,1573016,1557337,1601220,1439597,1355610,1354408,
490230,Reformed University,741935,425775,298284,,,,,,
231651,Regent University,123723000,137031000,123284000,115353000,111785000,100282000,96276000,92845000,
167598,Regis College,72845904,60715621,56877651,49926279,45525563,45230107,40418164,35628048,
127918,Regis University,136236646,135755063,132912609,128272640,130582038,134719225,133329208,131227710,
140872,Reinhardt University,32730270,30873627,29794031,27452010,27126069,26992405,23920266,22712129,
492209,Reiss-Davis Graduate School,1029633,,,,,,,,
475033,Relay Graduate School of Education,58139417,46891793,37216697,29630413,22851368,16821074,11532999,8251703,
223463,Remington College-Dallas Campus,9764339,11879159,13064528,12867272,13621343,15418721,15661299,18383559,
377111,Remington College-Fort Worth Campus,6468441,6887018,7668249,7569856,6917442,7452356,7419459,8813652,
412599,Remington College-Memphis Campus,7696759,7383734,8424671,10222069,10476657,11833121,12416560,14301236,
366535,Remington College-Mobile Campus,4984733,4688130,5333506,6127978,7110145,7613299,8072046,9488166,
445203,Remington College-North Houston Campus,5965335,6796975,7446424,7883108,7125068,7572799,8007169,8999447,
451866,Remington College-Shreveport Campus,3963611,4342788,4754928,4804862,4771595,5297669,5798272,6800303,
129428,Rensselaer at Hartford,2805000,2584000,2595000,3201000,13869000,17655000,18934000,21762000,
194824,Rensselaer Polytechnic Institute,438672000,429351000,421337000,406163000,409447000,413942000,419146000,412823000,
149763,Resurrection University,20737205,17440639,15089497,13126889,10640546,8891441,8180568,6643128,
217493,Rhode Island School of Design,157281323,147921380,141169051,137075704,135181394,130632603,123045058,119583306,
221351,Rhodes College,86965030,88461858,82338611,82974784,80125119,76339744,73403287,66692527,
227757,Rice University,748356000,692678000,680517000,662149000,626468000,594915000,569529000,547477000,
441104,Richmont Graduate University,6452830,6316253,6218055,5931354,5854245,5910442,5711731,5516440,
186283,Rider University,151319000,145729000,150532000,154092000,155997000,156343000,152979000,152872000,
136774,Ringling College of Art and Design,74484310,68762216,62565155,58754528,57206730,56915516,57052456,52716421,
239628,Ripon College,32563820,30515749,28952269,29039257,29049572,26349200,27953397,27638784,
183211,Rivier University,33820405,32633053,33483470,35290423,33681060,33420103,32364910,31868187,
233426,Roanoke College,65448479,68223390,66184838,65341286,63215907,62426723,62774564,62749675,
215655,Robert Morris University,130113575,130295597,125650946,127216698,123596458,118549149,114251325,107643944,
148335,Robert Morris University Illinois,59014308,60109390,74920492,73965656,73736706,81158204,86023429,94152100,
194958,Roberts Wesleyan College,38983706,39245028,39922910,37360671,35948343,35344555,35022798,35602127,
195003,Rochester Institute of Technology,593342000,570010000,573026000,546393000,512406000,514877000,503795000,487320000,
170967,Rochester University,13832369,14184792,13496069,13644756,13299274,14033096,13987784,13533793,
195049,Rockefeller University,392994257,383568800,373043920,356799518,351382829,336605715,324183477,318449161,
148405,Rockford University,25662324,25964843,26454793,24947455,24117904,22795060,22333640,21814077,
179043,Rockhurst University,54052608,52400228,50061743,51220910,49930663,86182543,87992687,90852068,
180595,Rocky Mountain College,26358534,25334000,24220018,22820910,22801491,21620902,21582351,21343538,
217518,Roger Williams University,156267157,155241534,149007226,144340826,147928000,144794000,137564000,137990000,
409616,Roger Williams University School of Law,12258054,12239448,12056154,10597379,10566000,13231000,14846000,15335000,
136950,Rollins College,142867000,144340000,140944000,138912000,134246000,130767000,114692000,111797000,
148487,Roosevelt University,111688695,113250137,120373785,122646905,125906152,126956574,126702135,122307928,
145558,Rosalind Franklin University of Medicine and Science,117829977,118270860,114918378,112914974,108134874,103757149,96465700,97037070,
152318,Rose-Hulman Institute of Technology,101021377,100324976,98138754,93248123,93221755,94246371,89071403,79788091,
445735,Roseman University of Health Sciences,93341669,88991864,87231305,82912138,74197775,62985306,54825035,49893810,
215691,Rosemont College,19369903,19720854,19110256,19979376,20008970,18687239,18494657,17700741,
148511,Rush University,2178291000,1974864000,1840422306,1732723416,1994419000,1887093000,1761550000,1440968000,
195128,Russell Sage College,45211503,47945593,52935206,52274146,49960345,49181445,49256772,47046208,
176318,Rust College,18466862,17106898,17453976,16117745,17302691,16662107,16665266,15939018,
172033,Sacred Heart Major Seminary,9724538,9045921,9589217,8343601,8193740,8198308,8158617,8144829,
239637,Sacred Heart Seminary and School of Theology,9779641,7182724,6634358,7854524,6784863,6946996,7299468,7320418,
130253,Sacred Heart University,229644918,214410345,199626916,183648198,172279369,160430438,146744519,139428079,
154235,Saint Ambrose University,74898771,69478989,72131225,75270669,71949009,68758642,66971670,74031620,
183239,Saint Anselm College,81238363,81372840,76172989,73786737,70704883,67282937,63517463,64189553,
149028,Saint Anthony College of Nursing,6185728,6447053,5668744,5869259,5887906,4939523,4656740,4472464,
148876,Saint Augustine College,13427549,15224135,16663820,16997391,16135673,16966177,16159434,16533618,
199582,Saint Augustine's University,30985194,30190703,29792838,28966127,29966023,34540721,37335708,36883660,
216047,Saint Charles Borromeo Seminary-Overbrook,12318891,12171224,15541438,12096686,11317600,10849268,10701724,10685721,
227845,Saint Edward's University,120483870,126527489,117348993,114309921,114186580,112301715,109298498,104013073,
186618,Saint Elizabeth University,27772682,26896269,26561911,24717264,26546857,29019388,31343429,31926248,
148575,Saint Francis Medical Center College of Nursing,7700949,7802261,7333810,7420246,7116958,6688940,6500551,6077339,
215743,Saint Francis University,66362053,68224358,67650750,64991217,64234020,61159473,57902073,56897437,
195720,Saint John Fisher College,98718471,97159355,95400219,92469852,90254011,85988385,83408229,81156093,
167677,Saint John's Seminary,6964042,8736080,8003921,7639373,6963565,7154735,7423910,6316925,
174792,Saint Johns University,75385564,75324577,72823859,73572104,73867398,74476737,72609781,70202119,
160409,Saint Joseph Seminary College,6658723,6315950,5816122,5268371,5402887,4768988,4452451,3627011,
161518,Saint Joseph's College of Maine,36740594,36879664,38673362,37540280,37237831,38257529,36190428,34429677,
215770,Saint Joseph's University,214055693,207835029,208915358,211866092,213581189,219678681,209919260,218979740,
137032,Saint Leo University,153820176,160420908,162930225,172649132,161382384,152883817,145585520,128411143,
179256,Saint Louis Christian College,2879601,2632446,2346638,3009051,3109996,3534334,3718129,3461920,
179159,Saint Louis University,842990379,811554281,796613353,777066417,726743741,728582261,668243219,665791509,
179450,Saint Luke's College of Health Sciences,6286191,5028436,4805786,4378051,3270028,3256043,2428233,2062296,
236452,Saint Martin's University,39698286,37756471,37217422,35044526,35411918,35355216,35473588,33094198,
152390,Saint Mary's College,61577422,63046620,59902271,59754331,58158431,56781478,58300849,55378863,
123554,Saint Mary's College of California,133381145,131978847,143247571,137443204,130797449,126406285,123116600,115832605,
174817,Saint Mary's University of Minnesota,77752775,76191666,70863138,71913772,72407987,68684068,63462562,62826339,
152381,Saint Mary-of-the-Woods College,18585415,17996386,19222696,17164926,16590113,15863783,16779242,16888242,
152451,Saint Meinrad School of Theology,10443743,10461894,10173215,10101155,9822711,9723737,9247279,8243779,
231059,Saint Michael's College,75945404,77840789,81126048,80115837,80058464,81130575,78032749,77292130,
239716,Saint Norbert College,74512765,73232153,73702815,69298318,68976198,65445478,62888384,60490900,
179317,Saint Paul School of Theology,3512213,4826600,4736297,5083036,5347016,6862396,15201942,7559820,
186432,Saint Peter's University,73956994,74585130,74279285,77175541,74509971,70089334,63675027,70673757,
215798,Saint Vincent College,58089693,57293046,55248013,53072073,50521562,50115120,50543648,51447639,
136701,Saint Vincent de Paul Regional Seminary,6850720,6968763,6625380,5450005,5048134,5009119,4682440,4417342,
215813,Saint Vincent Seminary,,,,,,,,,
195580,Saint Vladimirs Orthodox Theological Seminary,5262666,4659388,4713087,4879445,4911217,5478758,4695729,4615172,
148627,Saint Xavier University,61647864,63692809,64772585,73253561,73531236,71836561,75252757,76544078,
199607,Salem College,24163085,27032395,28384725,27187401,26275375,24469232,23262724,22676432,
180647,Salish Kootenai College,23327654,25008017,26269370,25787657,25974762,26244612,29364148,31416618,
214564,Salus University,54330301,49491348,49645649,47513529,42937626,42296481,38400309,40200595,
217536,Salve Regina University,70452000,71517000,67936000,67191000,65305000,63488000,61921000,61840000,
102049,Samford University,175630504,169577561,172665969,163185319,152407077,145519137,140464774,132646510,
122296,Samuel Merritt University,76833676,70840218,65371743,60720024,53774170,50006001,48353010,45627198,
112084,San Diego Christian College,13780631,14297587,13419129,15610846,16741666,19666536,15300320,12358771,
122454,San Francisco Art Institute,18182417,19594621,21987478,22004089,22559387,20496650,19192420,18467488,
122506,San Francisco Conservatory of Music,28158000,27337000,25610000,24576000,20161000,18236000,16670826,16510340,
122649,San Joaquin College of Law,4219725,4095984,3889789,4080747,4136638,4269483,4071986,3742772,
481535,Sanford Burnham Prebys Medical Discovery Institute,,,146830000,,151902000,,147658000,,
122931,Santa Clara University,397074000,374273000,361167000,354726000,326560000,316262000,295001000,283961000,
195304,Sarah Lawrence College,84807805,81310496,78358428,79808860,79065433,77951975,76349668,74149663,
140951,Savannah College of Art and Design,334848914,301295087,286931328,285265400,280158538,262323536,253626162,262315028,
123095,Saybrook University,14530132,13919521,12553922,11384338,12134248,10523780,12973164,13626516,
143048,School of the Art Institute of Chicago,147869394,142169244,135982000,128377000,121742000,119241422,113880751,109339825,
228042,Schreiner University,36926775,33565310,32066282,30700101,29053809,27346661,25341759,24350050,
123165,Scripps College,72682198,71215159,67841630,66042174,61204238,60068628,58109204,57381181,
236577,Seattle Pacific University,108475000,108068000,107294000,107129000,103772000,98479000,93805000,91963000,
236595,Seattle University,231184447,226994815,221455297,215724842,213911657,210228643,215123503,195704291,
102058,Selma University,4077700,4007034,4077700,4151766,2990885,2953414,2575130,2735325,
232885,Sentara College of Health Sciences,6659722,7059328,6554655,6031433,6043074,5920460,5616890,5449059,
186584,Seton Hall University,316996000,285014000,272612000,267400000,259962000,252466000,251960000,244801000,
215947,Seton Hill University,51551959,50846961,48952866,48571285,48651028,47451239,44269170,42079818,
195438,Sh'or Yoshuv Rabbinical College,4537868,4522567,4978650,5249962,6092027,5399004,5851601,6406337,
123280,Shasta Bible College and Graduate School,861899,908292,755063,686164,643533,685289,772183,728430,
199643,Shaw University,37647979,42218641,48268768,37144218,41868139,47109803,43794488,48646487,
233541,Shenandoah University,102593728,100838240,95636024,90148426,85739099,79765432,75997359,75480067,
461485,Shepherds Theological Seminary,2299603,2023449,1755888,1622624,1557277,1475173,1429403,1268582,
218751,Sherman College of Chiropractic,12771328,11483900,10719090,9184502,7967522,6941686,5832325,5902626,
140988,Shorter University,24705998,26818188,26780836,27802855,31532055,30633629,31219715,35629357,
195474,Siena College,103677322,101099657,101272723,99905172,99169823,99738388,98297066,99063637,
172264,Siena Heights University,36799916,37091570,37163697,35684297,34531482,31981013,31260908,28455845,
182458,Sierra Nevada University,15878492,16159807,16924876,17520076,17156018,16919289,16078141,17805148,
461759,Simmons College of Kentucky,3886886,3273423,2909829,2668561,2263201,1562651,1251528,547512,
167783,Simmons University,197075946,189946313,176660810,160336446,139921621,121519448,119898379,119465106,
154350,Simpson College,39003023,39871750,40540478,40391245,39962131,39837900,39075719,38160602,
123457,Simpson University,21171735,19755979,19829427,21514802,21631358,20931658,20867308,20035988,
219374,Sinte Gleska University,14681726,14174872,14208201,13551318,14586962,14420454,15042169,13527081,
219240,Sioux Falls Seminary,3370876,3513308,3158641,2868161,2957094,3327390,3715954,3682362,
231068,SIT Graduate Institute,121733535,138887614,153554897,143101626,144491435,130547746,120924188,132191774,
195526,Skidmore College,168649000,164762000,159908000,154706000,152974000,147682000,143453000,136769000,
167835,Smith College,238037989,236296744,232421807,227934665,222384249,213252575,211320018,200450744,
399911,Soka University of America,58919000,58291000,56455000,54513000,52559000,51262000,49793000,47057000,
123633,South Baylo University,6847769,6748081,6335784,5919075,6069141,5509730,5214094,5495426,
366003,South Florida Bible College and Theological Seminary,3187048,2373136,1677667,1078145,762724,637703,530565,464834,
228194,South Texas College of Law Houston,34217635,32165505,32308151,32693642,30879265,35635751,32809335,32720475,
417734,Southeast Missouri Hospital College of Nursing and Health Sciences,3208472,3368824,2011837,1944065,1772049,2001632,2638213,2133602,
176336,Southeastern Baptist College,759954,479021,454671,506092,493010,442655,651575,869627,
199759,Southeastern Baptist Theological Seminary,31190570,29643684,28520229,26760559,26349165,25328202,24664713,,
137564,Southeastern University,94030676,84708976,76605556,66831437,57700711,49697461,45335722,44148671,
221661,Southern Adventist University,74399838,75369618,73161687,77197180,75863735,74766806,74670955,71476326,
123952,Southern California Institute of Architecture,21799000,21249000,19830000,18065000,16356000,15476000,15956784,15330207,
117575,Southern California Seminary,2666586,2558540,2620869,2558067,2370767,2396216,2231842,2377356,
117672,Southern California University of Health Sciences,31375478,29101486,25894576,24051837,22871600,21547147,20543440,19572420,
221670,Southern College of Optometry,31111614,30111127,28552505,27984073,28058204,27015316,24283191,23207256,
228246,Southern Methodist University,585246000,560828000,524367000,509908000,507033000,473698000,454382000,434002000,
206862,Southern Nazarene University,49998464,47124466,47810111,49805216,45929436,43567828,45010581,43688592,
183026,Southern New Hampshire University,699476994,622751448,550725100,481849084,387920527,271320578,178376398,126951600,
233611,Southern Virginia University,23875574,21785573,19214497,15814766,14504243,14176384,13583099,13816182,
217776,Southern Wesleyan University,24584553,27173138,25831020,25776786,25807417,26027378,25284605,23733294,
179326,Southwest Baptist University,44915774,43551357,42161804,40921053,40627841,39694306,39120226,36372471,
420246,Southwest College of Naturopathic Medicine & Health Sciences,14801173,14080403,13885173,14650680,14845114,12999510,13499499,12436928,
228468,Southwestern Adventist University,18265283,18361668,18655326,18515413,17416066,17016344,17092664,16802371,
228325,Southwestern Assemblies of God University,31395496,32509500,30961825,30080100,30310064,29230709,27611699,28885452,
228486,Southwestern Christian College,3901825,4473174,4888451,6498800,5345542,6306562,5923210,6119346,
207856,Southwestern Christian University,8131948,9863497,9305229,8318137,8300320,7589303,6512782,5718103,
155900,Southwestern College,25534759,25921230,25842420,26119657,26467088,25520444,24890094,24664934,
188207,Southwestern College,3229006,3340413,3176312,2890034,2445489,2393657,2266221,2098189,
123970,Southwestern Law School,34173147,35605548,36326636,36171000,37514717,40915042,38347831,37655888,
228343,Southwestern University,53117912,51711454,49989720,47851252,50169487,52005070,59779035,57774877,
157757,Spalding University,34411462,34320965,31799172,30982927,29445050,30345421,29343259,28225542,
141060,Spelman College,102912770,99658582,96384235,96097259,89738255,86366445,87623731,87140401,
148982,Spertus College,10290779,9835591,9017260,8621540,7707451,6923064,8043254,8697330,
172334,Spring Arbor University,54213746,50882024,50351555,52405039,51655612,52038828,50231931,53876862,
102234,Spring Hill College,39912942,42347497,44559266,45009983,43394034,42548835,41057533,40570401,
167899,Springfield College,98446035,99146396,94027935,95241310,94476876,93184577,91790060,90049207,
475273,Springfield College-Regional  Online  and Continuing Education,11248283,13835789,14949150,15043549,15602536,15527816,16372439,14022320,
195155,St Bernard's School of Theology and Ministry,1198844,1115857,994148,1051700,1144621,1232243,1273644,1218930,
195164,St Bonaventure University,57647240,54706187,55129390,54396302,53915865,54013331,54032636,53700997,
175005,St Catherine University,104105832,104881112,99022429,96213617,93546854,92027204,89691471,85884610,
195173,St Francis College,56553599,55962600,52841196,50497028,49472771,47289000,46473163,44339023,
123855,St John's Seminary,8319570,8469808,8256661,7881826,7833102,7738721,7235687,6586511,
195216,St Lawrence University,129596095,130160004,124439635,121348952,118509185,113608922,109583909,103614213,
154262,St Luke's College,4577147,4668271,4701675,4332065,4051450,4051446,4019286,3913401,
174844,St Olaf College,124363095,122285681,123578472,122700292,117457808,117427391,115918189,113487271,
199698,St. Andrews University,18052913,15620198,17487878,15423569,15141282,14745504,13696926,12994081,
137272,St. John Vianney College Seminary,3632767,3514939,3660617,3832712,3545531,3254174,3102386,3668241,
163976,St. John's College,27522724,27839594,29425336,30364898,29256176,28695623,29121651,27399156,
245652,St. John's College,22714947,21770272,23642974,23819831,23538646,21562553,22209010,20903708,
148593,St. John's College-Department of Nursing,5367443,5379747,4851825,4397293,4194930,4272861,3100070,3655384,
195809,St. John's University-New York,469742000,468906000,456887000,452490000,463813393,507026178,462692533,437121562,
195562,St. Joseph's College-Long Island,66647000,65023000,63814000,,,,,,
195544,St. Joseph's College-New York,19907000,19422000,19061000,81869000,83769000,83939000,84630000,82533000,
228149,St. Mary's University,104566000,102487000,97518000,99062000,95107000,94468000,94674643,91434452,
195243,St. Thomas Aquinas College,33127055,32246257,31123568,31031769,30904694,30070879,29913876,28922223,
137476,St. Thomas University,55744838,55686761,58972819,59158682,55252061,55625627,56701845,56615351,
243744,Stanford University,5968067000,5669949000,5377530000,4914610000,4645698000,4291840000,3972849000,3766310000,
123916,Starr King School for the Ministry,3384283,3171492,2464374,2540397,2885749,2407689,2062237,2295303,
179548,Stephens College,22736630,23855081,24337676,24987303,23506118,21369682,20993813,19802373,
155937,Sterling College,15088449,14872482,14714742,14909638,14080907,13117228,12684128,13076122,
231095,Sterling College,5221745,5251501,4646316,7666333,7349959,6412908,5283535,5055384,
137546,Stetson University,142686922,137159266,136446339,134029549,126168378,122220274,115428351,110002095,
186867,Stevens Institute of Technology,253138000,225566000,219282000,215901000,208037000,187660000,181452000,177167761,
230621,Stevens-Henager College,4826938,4822164,5580995,6534875,7741709,8402146,10495334,,
230630,Stevens-Henager College,3555593,3707800,4289845,4823979,5786720,6995553,8732175,,
438151,Stevens-Henager College,5909947,7249884,7415309,8783718,10694169,12039639,66977356,,
446677,Stevens-Henager College,2051926,2097795,2773554,2487853,2768270,3244717,3669207,,
460899,Stevens-Henager College,5731741,5537697,6525792,6831646,7510773,8387454,11763531,,
474906,Stevens-Henager College,1976762,2163638,2429116,2459467,2456267,2608061,2757134,,
