UnitID,Institution Name,Full time total (EF2019  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2018_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2017_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2016_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2015_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2014_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2013_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),Full time total (EF2012_RV  All students  Undergraduate  Degree/certificate-seeking  First-time),
155627,Ottawa University-Ottawa,182,238,202,190,160,173,144,154,
105367,Ottawa University-Phoenix,,,,,,,,,
464226,Ottawa University-Surprise,172,197,,,,,,,
204936,Otterbein University,623,576,603,646,562,560,568,559,
107512,Ouachita Baptist University,441,443,468,395,412,420,393,363,
227331,Our Lady of the Lake University,330,373,337,213,306,357,335,316,
178679,Ozark Christian College,179,133,106,115,140,142,175,181,
194310,Pace University,1917,1976,1999,1973,2052,1938,1758,1812,
236230,Pacific Lutheran University,597,649,619,678,642,574,648,633,
209603,Pacific Northwest College of Art,108,127,81,79,70,73,60,77,
455406,Pacific Northwest University of Health Sciences,,,,,,,,,
120768,Pacific Oaks College,,,,,,,,,
120795,Pacific School of Religion,,,,,,,,,
120838,Pacific States University,1,,,2,2,1,,1,
120865,Pacific Union College,169,163,204,251,250,324,334,290,
209612,Pacific University,416,421,424,431,479,459,421,460,
140720,Paine College,100,201,90,101,125,205,252,173,
136330,Palm Beach Atlantic University,514,521,533,501,547,523,578,439,
154174,Palmer College of Chiropractic,,,1,1,2,,5,4,
120698,Palo Alto University,,,,,,,,,
121628,Pardee RAND Graduate School,,,,,,,,,
178721,Park University,341,216,238,168,169,169,157,202,
243823,Parker University,36,127,51,35,5,9,8,,
227429,Paul Quinn College,146,134,148,103,166,88,69,69,
194392,Paul Smiths College of Arts and Science,185,186,195,230,247,244,240,286,
204990,Payne Theological Seminary,,,,,,,,,
214883,Peirce College,23,10,38,20,18,32,12,23,
214971,Pennsylvania Academy of the Fine Arts,31,34,37,38,37,21,39,30,
215053,Pennsylvania College of Art and Design,64,54,71,75,71,59,51,62,
442356,Pennsylvania College of Health Sciences,93,64,106,106,100,121,109,115,
219842,Pentecostal Theological Seminary,,,,,,,,,
121150,Pepperdine University,724,800,861,743,745,655,783,787,
199306,Pfeiffer University,253,308,277,179,160,200,231,218,
215123,Philadelphia College of Osteopathic Medicine,,,,,,,,,
107600,Philander Smith College,250,294,330,280,170,110,134,162,
189282,Phillips School of Nursing at Mount Sinai Beth Israel,,1,1,1,2,1,2,1,
414966,Phillips Theological Seminary,,,,,,,,,
381459,Phoenix Seminary,,,,,,,,,
140818,Piedmont University,273,252,290,273,278,269,253,208,
440794,Pillar College,50,41,49,41,40,150,53,52,
167455,Pine Manor College,65,62,82,93,92,185,52,104,
215415,Pittsburgh Technical College,671,631,609,663,694,832,719,686,
215424,Pittsburgh Theological Seminary,,,,,,,,,
121257,Pitzer College,276,272,262,268,267,268,265,261,
121309,Point Loma Nazarene University,611,657,618,594,599,587,645,600,
215442,Point Park University,629,603,633,606,588,629,539,516,
138868,Point University,213,243,266,319,264,280,191,412,
456481,Polytechnic University of Puerto Rico-Miami,2,2,1,1,1,1,2,3,
456490,Polytechnic University of Puerto Rico-Orlando,8,6,13,5,2,1,1,2,
121345,Pomona College,416,412,411,411,400,450,396,399,
205027,Pontifical College Josephinum,7,19,11,13,16,19,14,19,
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,,,,,,,,,
455813,Pontifical John Paul II Institute for Studies on Marriage and Family,,,,,,,,,
167464,Pope St John XXIII National Seminary,,,,,,,,,
194578,Pratt Institute-Main,783,846,834,845,834,730,712,720,
218539,Presbyterian College,342,310,276,287,262,275,296,282,
490045,Presbyterian Theological Seminary in America,1,,2,,,,,,
105589,Prescott College,51,45,64,47,35,41,40,64,
219295,Presentation College,69,98,111,138,108,104,130,109,
486433,Presidio Graduate School,,,,,,,,,
186122,Princeton Theological Seminary,,,,,,,,,
186131,Princeton University,1335,1338,1305,1305,1317,1310,1284,1357,
148016,Principia College,66,100,85,112,79,121,125,112,
455770,Providence Christian College,35,35,31,54,60,27,20,11,
217402,Providence College,1090,1121,1063,1056,1033,1030,1027,998,
199412,Queens University of Charlotte,335,368,383,279,281,287,315,356,
148131,Quincy University,215,261,234,287,278,214,275,262,
130226,Quinnipiac University,1547,1895,1963,1904,1901,1651,1795,1780,
384421,Rabbi Jacob Joseph School,23,6,28,24,25,19,32,29,
194657,Rabbinical Academy Mesivta Rabbi Chaim Berlin,36,39,26,38,31,29,44,36,
194693,Rabbinical College Beth Shraga,17,16,12,23,21,20,14,15,
194666,Rabbinical College Bobover Yeshiva Bnei Zion,66,69,70,50,57,45,36,43,
186186,Rabbinical College of America,46,54,61,40,42,37,19,25,
194736,Rabbinical College of Long Island,38,44,41,41,36,,,,
405854,Rabbinical College of Ohr Shimon Yisroel,27,21,26,21,48,50,27,37,
484871,Rabbinical College Ohr Yisroel,34,33,33,37,26,34,,,
205124,Rabbinical College Telshe,12,19,15,14,8,12,13,14,
194763,Rabbinical Seminary of America,97,76,101,75,90,111,107,91,
231837,Radford University-Carilion,,63,64,47,62,79,66,81,
207157,Randall University,54,77,73,59,90,47,40,53,
233301,Randolph College,143,166,202,187,184,191,216,180,
233295,Randolph-Macon College,431,420,374,396,404,427,382,411,
178891,Ranken Technical College,470,425,383,341,357,480,519,474,
215619,Reconstructionist Rabbinical College,,,,,,,,,
209922,Reed College,394,363,407,354,420,346,354,320,
215628,Reformed Presbyterian Theological Seminary,,,,,,,,,
490230,Reformed University,33,11,2,,,,,,
231651,Regent University,289,334,294,275,301,202,218,201,
167598,Regis College,212,229,272,248,266,249,266,277,
127918,Regis University,481,508,540,486,545,481,389,474,
140872,Reinhardt University,336,346,374,353,280,310,344,366,
492209,Reiss-Davis Graduate School,,,,,,,,,
475033,Relay Graduate School of Education,,,,,,,,,
223463,Remington College-Dallas Campus,162,156,219,258,205,291,330,352,
377111,Remington College-Fort Worth Campus,132,154,129,141,130,160,120,140,
412599,Remington College-Memphis Campus,190,181,151,168,173,250,264,283,
366535,Remington College-Mobile Campus,72,114,98,104,103,187,171,163,
445203,Remington College-North Houston Campus,141,154,118,159,164,156,147,183,
451866,Remington College-Shreveport Campus,78,83,102,72,71,103,108,89,
129428,Rensselaer at Hartford,,,,,,,,,
194824,Rensselaer Polytechnic Institute,1665,1778,1663,1691,1379,1331,1411,1326,
149763,Resurrection University,,,,,,,,,
217493,Rhode Island School of Design,480,473,451,456,464,462,455,434,
221351,Rhodes College,517,543,512,507,562,507,545,554,
227757,Rice University,961,956,1046,977,967,946,976,931,
441104,Richmont Graduate University,,,,,,,,,
186283,Rider University,857,918,1008,870,861,1006,909,747,
136774,Ringling College of Art and Design,440,429,367,355,305,268,257,312,
239628,Ripon College,221,267,233,214,216,211,238,205,
183211,Rivier University,237,267,266,286,183,172,216,218,
233426,Roanoke College,553,576,557,508,507,562,542,543,
215655,Robert Morris University,731,815,868,880,865,858,988,848,
148335,Robert Morris University Illinois,410,398,424,548,629,726,698,756,
194958,Roberts Wesleyan College,220,228,219,226,223,255,203,210,
195003,Rochester Institute of Technology,2682,2845,2755,2595,2902,2677,2768,2723,
170967,Rochester University,136,136,157,176,154,155,150,138,
195049,Rockefeller University,,,,,,,,,
148405,Rockford University,170,161,151,160,168,147,103,105,
179043,Rockhurst University,394,402,430,402,318,398,437,446,
180595,Rocky Mountain College,245,252,247,216,239,229,238,262,
217518,Roger Williams University,1111,1040,1135,1211,1023,1149,1102,997,
409616,Roger Williams University School of Law,,,,,,,,,
136950,Rollins College,556,549,530,538,493,540,477,518,
148487,Roosevelt University,302,323,360,336,357,600,429,535,
145558,Rosalind Franklin University of Medicine and Science,,,,,,,,,
152318,Rose-Hulman Institute of Technology,496,499,557,543,545,582,559,621,
445735,Roseman University of Health Sciences,,,,,,,,,
215691,Rosemont College,95,91,140,158,135,124,112,75,
148511,Rush University,,,,,,,,,
195128,Russell Sage College,234,369,201,205,262,283,295,282,
176318,Rust College,198,251,228,320,242,286,267,271,
172033,Sacred Heart Major Seminary,2,3,3,4,6,3,1,2,
239637,Sacred Heart Seminary and School of Theology,,,,,,,,,
130253,Sacred Heart University,1601,1464,1387,1322,1290,1385,1267,865,
154235,Saint Ambrose University,475,505,546,453,445,522,561,581,
183239,Saint Anselm College,509,591,546,517,528,523,508,527,
149028,Saint Anthony College of Nursing,1,,,,1,,,,
148876,Saint Augustine College,119,146,167,179,229,237,265,242,
199582,Saint Augustine's University,260,211,332,353,211,267,323,400,
216047,Saint Charles Borromeo Seminary-Overbrook,5,12,9,17,23,11,10,7,
227845,Saint Edward's University,695,803,790,863,873,810,791,777,
186618,Saint Elizabeth University,169,182,164,167,101,141,124,146,
148575,Saint Francis Medical Center College of Nursing,,,,,,,,,
215743,Saint Francis University,403,342,373,348,412,392,400,431,
195720,Saint John Fisher College,601,601,626,576,552,597,521,578,
167677,Saint John's Seminary,,,,,,,,,
174792,Saint Johns University,414,398,465,461,450,450,497,449,
160409,Saint Joseph Seminary College,26,23,15,28,17,17,14,12,
161518,Saint Joseph's College of Maine,210,289,254,266,277,263,304,269,
215770,Saint Joseph's University,1103,1127,1075,1267,1177,1351,1272,1229,
137032,Saint Leo University,781,560,535,610,656,616,639,634,
179256,Saint Louis Christian College,12,7,3,14,14,11,21,23,
179159,Saint Louis University,1897,1511,1632,1556,1624,1639,1638,1670,
179450,Saint Luke's College of Health Sciences,1,6,,,,,,,
236452,Saint Martin's University,335,239,276,237,179,154,158,228,
152390,Saint Mary's College,381,403,362,432,419,378,437,417,
123554,Saint Mary's College of California,517,626,646,562,650,581,622,623,
174817,Saint Mary's University of Minnesota,301,306,300,283,277,334,307,328,
152381,Saint Mary-of-the-Woods College,143,163,132,79,70,86,61,70,
152451,Saint Meinrad School of Theology,,,,,,,,,
231059,Saint Michael's College,392,448,408,458,463,574,506,544,
239716,Saint Norbert College,536,620,526,583,601,536,539,601,
179317,Saint Paul School of Theology,,,,,,,,,
186432,Saint Peter's University,427,563,651,626,568,582,607,390,
215798,Saint Vincent College,358,417,456,391,444,449,472,339,
136701,Saint Vincent de Paul Regional Seminary,,,,,,,,,
215813,Saint Vincent Seminary,,,,,,,,,
195580,Saint Vladimirs Orthodox Theological Seminary,,,,,,,,,
148627,Saint Xavier University,668,703,600,616,620,563,591,473,
199607,Salem College,108,101,160,204,184,200,180,172,
180647,Salish Kootenai College,105,121,150,129,138,98,107,78,
214564,Salus University,,,,,,,,,
217536,Salve Regina University,654,493,590,548,556,623,463,544,
102049,Samford University,900,958,857,916,826,728,755,701,
122296,Samuel Merritt University,,,,,,,,,
112084,San Diego Christian College,61,67,69,57,90,136,125,93,
122454,San Francisco Art Institute,32,53,52,61,85,79,72,81,
122506,San Francisco Conservatory of Music,57,61,61,54,34,41,33,37,
122649,San Joaquin College of Law,,,,,,,,,
481535,Sanford Burnham Prebys Medical Discovery Institute,,,,,,,,,
122931,Santa Clara University,1388,1391,1403,1316,1260,1318,1291,1276,
195304,Sarah Lawrence College,398,425,393,377,353,356,427,344,
140951,Savannah College of Art and Design,2559,2596,2274,2139,1934,1728,1598,1668,
123095,Saybrook University,,,,,,,,,
143048,School of the Art Institute of Chicago,619,631,650,633,573,603,575,561,
228042,Schreiner University,309,359,341,302,289,273,299,272,
123165,Scripps College,283,252,327,270,277,249,272,235,
236577,Seattle Pacific University,634,708,642,683,686,683,765,784,
236595,Seattle University,922,1074,948,978,992,925,958,901,
102058,Selma University,50,50,50,53,103,140,190,185,
232885,Sentara College of Health Sciences,,,,,,,,,
186584,Seton Hall University,1630,1524,1458,1240,1404,1263,1338,1455,
215947,Seton Hill University,394,380,424,365,392,333,380,337,
195438,Sh'or Yoshuv Rabbinical College,1,1,3,2,7,22,16,10,
123280,Shasta Bible College and Graduate School,1,3,3,6,6,4,10,7,
199643,Shaw University,251,390,489,640,399,460,534,495,
233541,Shenandoah University,503,443,438,458,446,417,418,457,
461485,Shepherds Theological Seminary,,,,,,,,,
218751,Sherman College of Chiropractic,,,,,,,,,
140988,Shorter University,324,321,263,317,259,291,307,277,
195474,Siena College,841,745,776,764,753,709,766,735,
172264,Siena Heights University,326,290,284,293,304,272,300,274,
182458,Sierra Nevada University,56,80,71,93,88,117,91,70,
461759,Simmons College of Kentucky,41,57,50,35,31,58,3,1,
167783,Simmons University,433,394,400,454,471,303,338,401,
154350,Simpson College,292,360,297,348,322,344,373,408,
123457,Simpson University,104,86,99,117,88,126,149,147,
219374,Sinte Gleska University,32,86,54,28,23,38,95,18,
219240,Sioux Falls Seminary,,,,,,,,,
231068,SIT Graduate Institute,,,,,,,,,
195526,Skidmore College,733,678,661,714,686,724,660,647,
167835,Smith College,633,613,638,654,609,616,643,651,
399911,Soka University of America,108,111,107,104,127,100,112,103,
123633,South Baylo University,,,,,,,,,
366003,South Florida Bible College and Theological Seminary,3,1,12,17,6,8,13,2,
228194,South Texas College of Law Houston,,,,,,,,,
417734,Southeast Missouri Hospital College of Nursing and Health Sciences,9,8,3,3,1,3,3,,
176336,Southeastern Baptist College,15,30,8,5,5,11,7,4,
199759,Southeastern Baptist Theological Seminary,80,94,65,27,99,92,63,,
137564,Southeastern University,1277,1375,1125,1005,918,842,842,562,
221661,Southern Adventist University,505,492,560,491,535,553,480,557,
123952,Southern California Institute of Architecture,30,29,32,21,31,34,32,32,
117575,Southern California Seminary,,1,,4,,1,2,3,
117672,Southern California University of Health Sciences,2,2,2,2,1,,,,
221670,Southern College of Optometry,,,,,,,,,
228246,Southern Methodist University,1541,1526,1421,1521,1370,1455,1428,1425,
206862,Southern Nazarene University,283,290,297,268,284,270,283,275,
183026,Southern New Hampshire University,2907,2832,2302,2141,2789,1975,1370,905,
233611,Southern Virginia University,319,306,330,268,235,224,224,205,
217776,Southern Wesleyan University,194,206,197,190,187,190,162,157,
179326,Southwest Baptist University,431,438,453,426,436,469,458,519,
420246,Southwest College of Naturopathic Medicine & Health Sciences,,,,,,,,,
228468,Southwestern Adventist University,107,127,128,134,147,164,167,116,
228325,Southwestern Assemblies of God University,311,296,320,325,270,308,330,273,
228486,Southwestern Christian College,39,32,93,55,55,63,60,85,
207856,Southwestern Christian University,113,132,130,159,117,126,157,105,
155900,Southwestern College,160,186,188,182,90,123,128,148,
188207,Southwestern College,,,,,,,,,
123970,Southwestern Law School,,,,,,,,,
228343,Southwestern University,443,441,362,381,359,382,491,357,
157757,Spalding University,135,180,164,151,179,171,182,171,
141060,Spelman College,516,571,546,531,564,550,558,520,
148982,Spertus College,,,,,,,,,
172334,Spring Arbor University,216,192,269,305,290,337,367,313,
102234,Spring Hill College,292,309,395,392,416,362,432,298,
167899,Springfield College,596,527,655,541,546,562,510,541,
475273,Springfield College-Regional  Online  and Continuing Education,,,,,,,,,
195155,St Bernard's School of Theology and Ministry,,,,,,,,,
195164,St Bonaventure University,492,551,439,432,390,435,438,486,
175005,St Catherine University,330,400,390,420,409,456,419,446,
195173,St Francis College,613,561,435,502,533,510,566,691,
123855,St John's Seminary,,,,,,,,,
195216,St Lawrence University,605,640,695,565,679,600,629,642,
154262,St Luke's College,4,8,3,3,5,4,1,3,
174844,St Olaf College,806,809,786,824,763,765,752,864,
199698,St. Andrews University,191,190,187,224,144,152,178,147,
137272,St. John Vianney College Seminary,7,8,9,10,9,6,17,11,
163976,St. John's College,127,122,122,127,102,136,122,118,
245652,St. John's College,74,71,70,67,76,76,83,99,
148593,St. John's College-Department of Nursing,,,,,,,,,
195809,St. John's University-New York,3115,3101,2952,3236,3251,2790,2789,2786,
195562,St. Joseph's College-Long Island,432,447,386,,,,,,
195544,St. Joseph's College-New York,209,200,170,616,507,496,544,577,
228149,St. Mary's University,544,638,643,586,589,469,596,584,
195243,St. Thomas Aquinas College,243,270,246,254,272,233,332,270,
137476,St. Thomas University,464,206,229,195,193,162,194,208,
243744,Stanford University,1698,1696,1700,1738,1719,1677,1674,1762,
123916,Starr King School for the Ministry,,,,,,,,,
179548,Stephens College,111,117,129,160,190,185,168,138,
155937,Sterling College,139,154,218,128,141,188,169,139,
231095,Sterling College,24,19,28,27,25,21,17,16,
137546,Stetson University,934,895,864,812,982,773,852,817,
186867,Stevens Institute of Technology,969,1009,762,737,686,734,622,614,
230621,Stevens-Henager College,24,21,35,22,30,27,40,249,
230630,Stevens-Henager College,6,10,20,15,13,20,44,41,
438151,Stevens-Henager College,22,14,29,92,92,147,79,604,
446677,Stevens-Henager College,5,9,8,16,17,8,26,22,
460899,Stevens-Henager College,23,20,57,37,43,35,70,330,
474906,Stevens-Henager College,14,7,17,12,10,10,27,13,
477950,Stevens-Henager College,7,7,15,11,16,15,15,16,
164173,Stevenson University,694,604,688,778,733,689,752,860,
102270,Stillman College,231,144,118,125,244,321,163,270,
167996,Stonehill College,652,650,667,732,656,610,610,814,
168005,Suffolk University,1071,1226,1059,1179,1325,1077,1159,1239,
447953,SUM Bible College and Theological Seminary,70,79,90,130,90,130,64,90,
181543,Summit Christian College,5,4,2,6,8,4,3,13,
216278,Susquehanna University,620,619,634,637,666,575,589,631,
216287,Swarthmore College,417,414,392,415,407,407,388,378,
233718,Sweet Briar College,103,110,79,134,24,154,197,176,
196413,Syracuse University,3641,3595,3644,3704,3478,3461,3476,3382,
155973,Tabor College,128,163,149,136,150,159,159,140,
102298,Talladega College,285,275,157,25,320,282,256,207,
137777,Talmudic College of Florida,13,8,17,11,19,10,4,11,
186900,Talmudical Academy-New Jersey,6,4,10,10,17,6,18,12,
196440,Talmudical Institute of Upstate New York,3,,6,1,,5,7,4,
451404,Talmudical Seminary of Bobov,94,102,79,104,79,77,68,32,
196431,Talmudical Seminary Oholei Torah,50,27,43,31,44,56,49,71,
216311,Talmudical Yeshiva of Philadelphia,36,36,38,37,36,36,38,34,
152530,Taylor University,490,531,448,472,519,433,459,498,
196468,Teachers College at Columbia University,,,,,,,,,
149329,Telshe Yeshiva-Chicago,19,26,13,20,21,18,18,18,
221731,Tennessee Wesleyan University,206,188,206,197,212,197,208,218,
228866,Texas Chiropractic College Foundation Inc,,,,,,,,,
228875,Texas Christian University,2153,2187,1949,1887,2075,1888,1935,1850,
228884,Texas College,190,274,266,264,139,176,242,146,
228981,Texas Lutheran University,419,364,416,377,395,309,346,355,
229160,Texas Wesleyan University,327,298,306,301,365,310,266,278,
132408,The Baptist College of Florida,22,27,39,32,39,34,43,42,
131283,The Catholic University of America,816,833,830,723,904,830,836,880,
455433,The Chicago School of Professional Psychology at Anaheim,,,,,,,,,
143978,The Chicago School of Professional Psychology at Chicago,,,,,,,,,
455664,The Chicago School of Professional Psychology at Los Angeles,,1,1,,,,,,
491190,The Chicago School of Professional Psychology at San Diego,,,,,,,,,
459745,The Chicago School of Professional Psychology at Washington DC,,,,,,,,,
487153,The Chicago School of Professional Psychology at Xavier University of Louisiana,,,,,,,,,
201821,The Christ College of Nursing and Health Sciences,96,70,75,73,43,36,28,29,
142294,The College of Idaho,360,286,268,237,201,276,291,287,
195234,The College of Saint Rose,640,615,577,641,631,534,619,590,
174899,The College of Saint Scholastica,449,397,482,448,439,460,431,477,
206589,The College of Wooster,543,569,568,545,566,547,560,573,
191320,The General Theological Seminary,,,,,,,,,
146241,The John Marshall Law School,,,,,,,,,
192110,The Juilliard School,116,121,110,113,110,129,109,108,
454184,The King's College,123,143,149,161,149,143,125,202,
439701,The King's University,19,18,15,25,26,31,25,35,
117751,The Master's University and Seminary,199,250,160,172,201,194,188,208,
167057,The New England Conservatory of Music,117,109,108,121,86,75,93,99,
193654,The New School,1432,1763,1551,1572,1262,1168,996,1086,
475228,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,,,,,,,,,
125037,The Santa Barbara and Ventura Colleges of Law at Ventura,,,,,,,,,
104665,The School of Architecture,,,,,,,,,
441131,The Seattle School of Theology & Psychology,,,,,,,,,
157748,The Southern Baptist Theological Seminary,130,160,114,141,136,93,96,70,
475237,The University of America,,,,,,,4,,
202763,The University of Findlay,519,560,594,544,714,619,581,574,
137847,The University of Tampa,2182,2158,2137,1906,1801,1752,1590,1516,
215105,The University of the Arts,401,425,410,413,404,373,457,414,
221519,The University of the South,438,477,448,514,469,466,488,453,
126012,The Wright Institute,,,,,,,,,
216348,Theological Seminary of the Reformed Episcopal Church,,,,,,,,,
216357,Thiel College,247,236,186,277,207,280,303,298,
124292,Thomas Aquinas College,117,121,90,87,79,89,88,84,
161563,Thomas College,215,245,222,277,256,216,256,244,
126049,Thomas Jefferson School of Law,,,,,,,,,
216366,Thomas Jefferson University,620,563,,,,,,,
183275,Thomas More College of Liberal Arts,21,23,13,22,14,21,14,25,
157809,Thomas More University,366,484,349,414,276,276,264,263,
141167,Thomas University,89,75,76,100,106,88,70,111,
206048,Tiffin University,436,465,448,445,478,500,464,701,
141185,Toccoa Falls College,212,213,213,207,139,160,163,173,
196583,Torah Temimah Talmudical Seminary,7,3,21,16,21,36,53,52,
176406,Tougaloo College,125,152,195,201,154,169,153,243,
196592,Touro College,577,469,491,414,340,602,716,826,
459736,Touro University California,,,,,,,,,
459824,Touro University Nevada,,,,,,,,,
459727,Touro University Worldwide,28,21,26,18,14,3,6,6,
445054,Toyota Technological Institute at Chicago,,,,,,,,,
157818,Transylvania University,268,298,282,242,309,261,289,333,
221892,Trevecca Nazarene University,392,365,405,395,354,318,245,234,
206154,Tri-State Bible College,1,1,,1,1,2,2,1,
152567,Trine University,618,641,602,461,470,523,372,468,
414878,Trine University-Regional/Non-Traditional Campuses,,2,1,2,2,6,2,4,
137953,Trinity Baptist College,73,81,63,94,91,104,70,59,
200484,Trinity Bible College and Graduate School,36,38,50,54,45,69,43,60,
149505,Trinity Christian College,160,153,191,160,190,190,204,187,
130590,Trinity College,580,579,580,572,559,611,604,591,
137962,Trinity College of Florida,33,32,35,26,33,31,24,32,
146755,Trinity College of Nursing & Health Sciences,,,,,1,3,,,
216463,Trinity Episcopal School for Ministry,,,,,,,,,
135610,Trinity International University-Florida,1,2,,,,,,,
149514,Trinity International University-Illinois,102,154,138,147,148,164,182,157,
123448,Trinity Law School,,,,,,,,,
229267,Trinity University,646,690,642,662,602,655,534,596,
131876,Trinity Washington University,233,212,259,221,220,284,266,252,
196653,Trocaire College,70,81,99,124,110,128,122,125,
141237,Truett McConnell University,214,283,206,218,207,207,197,189,
168148,Tufts University,1613,1541,1410,1336,1358,1350,1307,1306,
160755,Tulane University of Louisiana,1821,1909,1905,1856,1719,1647,1609,1641,
200527,Turtle Mountain Community College,117,120,125,121,115,123,109,107,
221953,Tusculum University,288,275,334,324,283,298,313,331,
102377,Tuskegee University,513,561,748,654,595,634,645,653,
246789,Unification Theological Seminary,,,,,,11,5,,
491525,Union Bible College,14,9,,,,,,,
157863,Union College,171,221,248,264,212,239,239,212,
181738,Union College,126,154,157,155,172,156,178,151,
196866,Union College,550,571,570,560,568,570,559,591,
206279,Union Institute & University,1,1,2,10,6,,12,9,
233842,Union Presbyterian Seminary,,,,,,,,,
196884,Union Theological Seminary in the City of New York,,,,,,,,,
221971,Union University,321,376,337,336,338,328,472,422,
213631,United Lutheran Seminary,,,,,,,,,
102395,United States Sports Academy,,,,,,,,,
197018,United Talmudical Seminary,448,450,418,464,467,513,512,434,
206288,United Theological Seminary,,,,,,,,,
175139,United Theological Seminary of the Twin Cities,,,,,,,,,
200554,United Tribes Technical College,117,71,105,124,65,154,112,103,
161572,Unity College,184,186,174,215,198,182,146,120,
128744,University of Bridgeport,368,523,549,482,408,533,538,591,
237312,University of Charleston,259,292,341,297,316,332,271,240,
144050,University of Chicago,1726,1809,1736,1591,1537,1445,1426,1527,
224323,University of Dallas,382,376,419,371,393,342,380,354,
202480,University of Dayton,2029,2198,2225,1823,2144,2172,1783,2050,
127060,University of Denver,1337,1464,1483,1377,1415,1415,1399,1203,
169716,University of Detroit Mercy,514,564,536,521,503,458,491,479,
153278,University of Dubuque,384,516,515,435,440,444,441,446,
150534,University of Evansville,445,498,442,537,515,532,543,518,
457402,University of Fort Lauderdale,1,1,9,,,,,,
129525,University of Hartford,1226,1210,1323,1296,1441,1205,1267,1278,
179265,University of Health Sciences and Pharmacy in St. Louis,90,107,106,120,188,195,246,247,
160065,University of Holy Cross,64,79,67,88,69,60,54,59,
151263,University of Indianapolis,1163,1210,1139,1000,967,963,800,832,
200156,University of Jamestown,256,264,235,262,231,210,257,221,
117140,University of La Verne,490,670,602,557,722,565,561,622,
232609,University of Lynchburg,477,534,542,521,527,512,512,517,
200217,University of Mary,432,529,437,406,405,420,423,402,
226471,University of Mary Hardin-Baylor,866,872,751,746,725,706,672,627,
135726,University of Miami,2180,2342,2185,2042,2057,2052,2115,1987,
101693,University of Mobile,266,241,227,224,287,274,258,227,
199069,University of Mount Olive,288,253,276,275,276,285,200,237,
204185,University of Mount Union,555,625,538,642,539,635,552,647,
161457,University of New England,710,635,651,719,624,574,633,632,
129941,University of New Haven,1276,1331,1439,1117,1237,1216,1159,1119,
204486,University of Northwestern Ohio,856,979,1070,987,1192,1186,1298,1343,
174491,University of Northwestern-St Paul,400,411,392,407,440,430,464,453,
152080,University of Notre Dame,2051,2070,2051,2046,2007,2012,2070,2014,
215062,University of Pennsylvania,2340,2457,2412,2428,2377,2350,2353,2397,
157535,University of Pikeville,327,289,279,328,314,351,386,368,
209825,University of Portland,1004,1003,1001,961,941,1082,835,873,
180258,University of Providence,100,136,92,93,163,149,150,135,
236328,University of Puget Sound,615,653,590,674,652,663,670,631,
121691,University of Redlands,719,723,730,585,525,740,662,724,
122603,University of Redlands Graduate School of Theology,,,,,,,,,
233374,University of Richmond,832,831,799,815,806,814,805,781,
205203,University of Rio Grande,157,318,219,256,265,341,386,311,
195030,University of Rochester,1500,1522,1550,1461,1400,1436,1472,1343,
152336,University of Saint Francis-Fort Wayne,387,342,451,339,369,344,385,365,
130314,University of Saint Joseph,202,218,132,125,211,149,153,157,
488785,University of Saint Katherine,49,46,23,,,,,,
155812,University of Saint Mary,149,134,144,122,135,107,104,116,
148885,University of Saint Mary of the Lake,,,,,,,,,
122436,University of San Diego,1141,1308,1208,1133,1103,1129,1238,1073,
122612,University of San Francisco,1291,1541,1531,1584,1265,1499,1146,1352,
215929,University of Scranton,994,940,902,1002,909,1062,878,961,
219383,University of Sioux Falls,292,303,276,270,274,238,236,266,
123961,University of Southern California,3165,3399,3358,3066,2948,3093,2920,3016,
148584,University of St Francis,235,214,229,215,181,216,237,220,
174914,University of St Thomas,1558,1759,1498,1348,1419,1408,1368,1447,
227863,University of St Thomas,336,350,290,272,237,223,233,265,
156541,University of the Cumberlands,741,467,428,409,433,403,488,459,
225627,University of the Incarnate Word,1006,816,790,776,868,913,997,1016,
107558,University of the Ozarks,209,273,259,189,210,171,159,157,
120883,University of the Pacific,808,953,895,723,934,923,958,851,
215132,University of the Sciences,426,321,352,314,323,360,440,483,
188182,University of the Southwest,92,64,95,96,88,49,48,52,
449870,University of the West,8,16,46,20,6,28,17,23,
207971,University of Tulsa,826,803,739,713,710,761,851,797,
216542,University of Valley Forge,105,103,98,136,119,113,134,163,
210438,University of Western States,,,,,,,,,
154493,Upper Iowa University,204,180,216,214,246,355,241,241,
440004,Upper Valley Educators Institute,,,,,,,,,
455099,Urshan Graduate School of Theology,,,,,,,,,
216524,Ursinus College,431,378,402,382,429,497,425,456,
206349,Ursuline College,92,96,78,106,114,92,102,89,
446604,Uta Mesivta of Kiryas Joel,448,359,315,282,295,286,305,227,
197045,Utica College,515,587,548,685,645,471,486,506,
152600,Valparaiso University,646,756,807,862,742,714,876,771,
