UnitID,Institution Name,Published in-state tuition and fees 2019-20 (IC2019_AY),Published in-state tuition and fees 2018-19 (IC2018_AY),Published in-state tuition and fees 2017-18 (IC2017_AY),Published in-state tuition and fees 2016-17 (IC2016_AY),Published in-state tuition and fees 2015-16 (IC2015_AY),Published in-state tuition and fees 2014-15 (IC2014_AY),Published in-state tuition and fees 2013-14 (IC2013_AY),Published in-state tuition and fees 2012-13 (IC2012_AY),
180647,Salish Kootenai College,6399,6349,6349,6279,6229,6229,6279,6279,
214564,Salus University,,,,,,,,,
217536,Salve Regina University,41450,40150,38986,37820,36740,35690,34950,33950,
102049,Samford University,32850,31650,30490,29402,28370,27324,26328,25150,
122296,Samuel Merritt University,,,,,,,,,
112084,San Diego Christian College,32346,31404,30438,29550,28470,27090,25888,25108,
122454,San Francisco Art Institute,46614,46534,44778,43090,41272,40096,38406,36618,
122506,San Francisco Conservatory of Music,47560,46210,44810,43410,42210,40992,39580,37880,
122649,San Joaquin College of Law,,,,,,,,,
200244,Sanford College of Nursing,,,,,,,,,
122931,Santa Clara University,53634,51711,49858,47112,45300,43812,42156,40572,
195304,Sarah Lawrence College,57520,55900,54010,52550,51038,50780,48696,46924,
140951,Savannah College of Art and Design,38075,37130,36410,35690,34970,34295,33450,32405,
123095,Saybrook University,,,,,,,,,
143048,School of the Art Institute of Chicago,50920,49310,49610,45750,43960,42230,40585,39020,
166984,School of the Museum of Fine Arts at Tufts University,,,,,41228,40348,37863,35378,
228042,Schreiner University,30470,27960,26900,25750,25086,24360,22484,21540,
123165,Scripps College,57188,55024,52966,50982,49152,47378,45564,43620,
236577,Seattle Pacific University,45078,42939,40893,38940,37086,35472,33813,32067,
236595,Seattle University,46590,44610,42885,41265,39690,38205,36465,34800,
102058,Selma University,7280,7410,7115,6730,6705,6680,5840,5840,
195429,Seminary of the Immaculate Conception,,,,,,,,,
232885,Sentara College of Health Sciences,,,,,,,,,
186584,Seton Hall University,43780,42170,40588,39258,38072,36926,35820,34750,
215947,Seton Hill University,36856,35748,34660,33520,32420,31280,30300,29050,
195438,Sh'or Yoshuv Rabbinical College,10560,9460,9460,9460,9460,9000,9000,9000,
123280,Shasta Bible College and Graduate School,12860,12060,12060,12060,12060,11160,10360,10360,
199643,Shaw University,16480,16480,16480,16580,16580,16480,16480,14414,
233541,Shenandoah University,33180,32530,31920,31322,30760,30188,29934,28800,
461485,Shepherds Theological Seminary,,,,,,,7170,6450,
218751,Sherman College of Chiropractic,,,,,,,,,
480499,Shiloh University,5250,4800,4510,4510,4510,4500,4500,4250,
148849,Shimer College,,,,35500,34004,32499,31527,30780,
140988,Shorter University,22370,22370,21730,21730,20846,20250,19670,18770,
448309,Shorter University-College of Adult & Professional Programs,,11000,9680,9680,9440,8160,8160,8160,
195474,Siena College,39030,36975,35735,34611,33415,32293,31368,30200,
172264,Siena Heights University,27152,27124,25932,24856,23750,22740,21890,21152,
182458,Sierra Nevada University,35508,34241,32639,31150,29994,29159,28483,27654,
461759,Simmons College of Kentucky,6390,5310,5310,5310,5330,4620,4620,4620,
167783,Simmons University,42070,40850,39600,38590,37380,36230,35380,34350,
154350,Simpson College,40666,39144,37663,35876,34175,32550,30999,29529,
123457,Simpson University,31910,30200,27700,25950,25200,24300,23300,22400,
219374,Sinte Gleska University,3154,3154,3154,3154,3154,3154,3154,3154,
219240,Sioux Falls Seminary,,,,,,,,,
231068,SIT Graduate Institute,,,,,,,,,
195526,Skidmore College,56322,54420,52596,50834,49120,47464,45874,44170,
167835,Smith College,54224,52404,50044,47904,46288,44724,43114,41460,
110778,Sofia University,,,,,,,,,
163921,Sojourner-Douglass College,,,,,,9830,9830,7920,
399911,Soka University of America,33982,33146,31776,31042,30642,30214,29144,28146,
123633,South Baylo University,,,,,,,,,
366003,South Florida Bible College and Theological Seminary,6900,6900,6660,6560,6200,6200,5130,5028,
228194,South Texas College of Law Houston,,,,,,,,,
176336,Southeastern Baptist College,6025,6025,5165,4790,4790,5130,4790,4790,
102261,Southeastern Bible College,,,,12600,12600,11370,11370,11300,
137564,Southeastern University,26620,25870,25360,24160,22840,22202,19986,18596,
221661,Southern Adventist University,22520,21950,21550,21150,20650,20240,19790,19124,
123952,Southern California Institute of Architecture,45892,44960,43800,42900,43334,40262,37300,35176,
117575,Southern California Seminary,16884,17540,15600,14245,14244,14244,13692,13692,
117672,Southern California University of Health Sciences,7150,7000,8244,9012,8779,,,,
221670,Southern College of Optometry,,,,,,,,,
228246,Southern Methodist University,56560,54492,52498,50358,48190,45940,43800,41750,
206862,Southern Nazarene University,25416,25234,25178,24468,23320,22690,22044,21174,
183026,Southern New Hampshire University,31136,31136,31136,31136,30386,29604,28884,28050,
231086,Southern Vermont College,,25511,24775,23975,23260,22645,22000,21273,
233611,Southern Virginia University,17280,16495,15900,14900,14900,14600,18900,18900,
217776,Southern Wesleyan University,25516,25476,24700,24110,23620,22950,22200,21450,
179326,Southwest Baptist University,24578,24078,23358,22508,21908,20840,20040,19150,
420246,Southwest College of Naturopathic Medicine & Health Sciences,,,,,,,,,
228468,Southwestern Adventist University,22188,21564,20732,20276,19916,19460,18640,17800,
228325,Southwestern Assemblies of God University,19834,19582,19994,19560,19180,18580,17830,16630,
228486,Southwestern Christian College,8131,8131,8136,8136,7764,7764,7620,7504,
207856,Southwestern Christian University,16330,15080,13880,13080,12830,12470,14220,14025,
155900,Southwestern College,31650,30150,28750,27250,25946,24835,23886,22756,
188207,Southwestern College,,,,,,,,,
123970,Southwestern Law School,,,,,,,,,
228343,Southwestern University,43560,42000,40560,39060,37560,36120,35240,34410,
157757,Spalding University,25200,24500,24000,24388,24000,22950,22425,20550,
141060,Spelman College,29972,29064,28181,27314,26388,25496,24634,23794,
148982,Spertus College,,,,,,,,,
172334,Spring Arbor University,29630,28810,27750,26730,25510,24350,23400,22538,
102234,Spring Hill College,40648,39464,37584,35794,34092,32468,30924,29450,
167899,Springfield College,39305,37444,36535,35475,34455,33455,32560,31690,
475273,Springfield College-Regional  Online  and Continuing Education,,,,,,,,,
195155,St Bernard's School of Theology and Ministry,,,,,,,,,
195164,St Bonaventure University,35431,34331,33331,32331,31389,30466,29589,28727,
175005,St Catherine University,40984,39554,38170,36820,35500,36420,34744,33176,
195173,St Francis College,26298,26188,26188,25300,23800,22300,20700,19200,
123855,St John's Seminary,,,,,,,,,
195216,St Lawrence University,56765,54846,52990,51200,49420,47696,46040,44400,
461069,St Luke University,,,,,,,,,
163842,St Mary's Seminary & University,,,,,,,,,
174844,St Olaf College,49710,47840,46000,44180,42940,41700,40700,39560,
130448,St Vincent's College,,,15563,14870,14630,16200,19650,18900,
199698,St. Andrews University,27846,26648,25874,25874,24390,23682,23332,22674,
207689,St. Gregory's University,,,22050,21300,20280,19320,20595,20765,
137272,St. John Vianney College Seminary,23100,21000,21000,21100,21100,21100,21100,17100,
163976,St. John's College,35635,53343,51795,50353,49119,47726,46296,45004,
245652,St. John's College,35755,54118,52320,50878,49644,47826,46286,45004,
148593,St. John's College-Department of Nursing,,,,,,,,,
195809,St. John's University-New York,43000,41760,40520,39460,38680,38680,37260,35520,
195544,St. Joseph's College-New York,29190,27830,26550,25114,24113,22830,21878,20125,
228149,St. Mary's University,32140,30650,29300,28200,27160,26186,25126,24226,
195243,St. Thomas Aquinas College,33050,31950,30750,29600,28740,27630,26340,25110,
137476,St. Thomas University,32000,31830,29730,28800,27960,27150,26370,25110,
243744,Stanford University,53529,51354,49617,47940,46320,45195,43683,42225,
123916,Starr King School for the Ministry,,,,,,,,,
179548,Stephens College,22700,30950,30344,29754,29176,28510,27954,27410,
155937,Sterling College,27300,26000,24985,24250,22950,21950,21200,21200,
231095,Sterling College,39020,38300,37588,36495,34890,33492,29894,29310,
137546,Stetson University,47630,46030,44490,43240,41590,40040,38330,36644,
186867,Stevens Institute of Technology,54014,52202,50554,48838,47190,45366,44490,43196,
164173,Stevenson University,37142,36242,35490,33168,30998,28980,27082,25310,
102270,Stillman College,11292,11092,10792,10418,10418,15865,15901,15665,
167996,Stonehill College,44420,42746,41300,39900,38550,37426,36160,35110,
168005,Suffolk University,40104,38566,37270,35578,33934,32660,31716,30792,
447953,SUM Bible College and Theological Seminary,10604,9964,9324,10144,10144,9320,7946,7946,
181543,Summit Christian College,7301,6726,6560,5974,5912,5875,5075,5065,
216278,Susquehanna University,49180,47290,45470,43720,42040,40350,38780,37280,
216287,Swarthmore College,54656,52588,50822,49104,47442,46060,44718,43080,
233718,Sweet Briar College,22020,21000,37155,36425,34935,34935,33605,32325,
196413,Syracuse University,53849,51853,46755,45022,43318,41886,40458,39004,
155973,Tabor College,29360,28260,27220,26590,25320,23900,22730,21740,
102298,Talladega College,13846,13571,12340,12340,12510,12509,11492,11492,
137777,Talmudic College of Florida,13250,13250,13250,13250,13250,12500,12500,12500,
186900,Talmudical Academy-New Jersey,13700,13700,13300,13000,12000,11500,11000,11000,
196440,Talmudical Institute of Upstate New York,6150,6150,5800,5300,5100,5000,5000,5000,
451404,Talmudical Seminary of Bobov,10200,10200,7600,7600,7500,7100,7100,6750,
196431,Talmudical Seminary Oholei Torah,9800,9800,9300,9300,9300,8900,8100,8100,
216311,Talmudical Yeshiva of Philadelphia,9450,9175,8900,8600,8750,8500,8650,8100,
152530,Taylor University,35305,34114,32885,31472,30270,29538,28753,28088,
196468,Teachers College at Columbia University,,,,,,,,,
149329,Telshe Yeshiva-Chicago,14500,13500,13500,13500,12000,12000,12000,12000,
221856,Tennessee Temple University,,,,,,12460,12120,12120,
221731,Tennessee Wesleyan University,25150,24300,23800,23000,22900,22300,21800,21200,
228866,Texas Chiropractic College Foundation Inc,,,,,,,,,
228875,Texas Christian University,49250,46950,44760,42670,40720,38600,36590,34590,
228884,Texas College,10000,10008,10008,10008,10008,10008,10008,9682,
228981,Texas Lutheran University,30860,29960,29960,28910,27900,26800,25890,24990,
229160,Texas Wesleyan University,31816,30300,27800,26050,24454,23144,22040,20840,
132408,The Baptist College of Florida,11700,11400,11100,10800,10000,9700,9700,9400,
164933,The Boston Conservatory,,,,,43800,42326,40900,39300,
131283,The Catholic University of America,47746,45804,44060,42536,40932,39726,38526,36820,
455433,The Chicago School of Professional Psychology at Anaheim,,,,,,,,,
143978,The Chicago School of Professional Psychology at Chicago,,,,,,,,,
455664,The Chicago School of Professional Psychology at Los Angeles,21934,14738,13530,13050,,,,,
459745,The Chicago School of Professional Psychology at Washington DC,,,,,,,,,
455682,The Chicago School of Professional Psychology at Westwood,,,,,,,,,
142294,The College of Idaho,31755,30155,28755,27425,26155,24955,24055,23355,
193645,The College of New Rochelle,,37732,36618,34960,33600,32300,31260,30380,
195234,The College of Saint Rose,33386,32574,31612,30692,29826,29016,27684,26622,
174899,The College of Saint Scholastica,38282,37212,36212,35326,33994,32842,31612,30398,
420352,The College of Saints John Fisher & Thomas More,,,,,,,,,
206589,The College of Wooster,52000,50250,48600,46860,44950,43350,41680,39810,
431248,The Colorado Center for Medical Laboratory Science,,,,,,,,,
191320,The General Theological Seminary,,,,,,,,,
146241,The John Marshall Law School,,,,,,,,,
192110,The Juilliard School,47370,45110,43170,41310,39720,38190,36720,35140,
454184,The King's College,37690,36450,35400,34320,33270,32300,31300,29240,
439701,The King's University,15450,15000,14400,13650,12990,12390,11475,10755,
117751,The Master's University and Seminary,25350,25390,33020,31970,30920,29860,28800,27700,
167057,The New England Conservatory of Music,50460,48750,46930,44755,43055,41405,39955,38455,
193654,The New School,50994,49064,47276,45440,43813,41870,40426,39368,
448804,The Robert B Miller College,,,,,,,,,
475228,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,,,,,,,,,
125037,The Santa Barbara and Ventura Colleges of Law at Ventura,,,,,,,,,
104665,The School of Architecture,,,,,,,,,
441131,The Seattle School of Theology & Psychology,,,,,,,,,
157748,The Southern Baptist Theological Seminary,20796,20433,18860,17916,17080,16292,15514,14774,
475237,The University of America,8000,8000,,,,3500,,2500,
202763,The University of Findlay,35410,34360,33320,32402,31508,30640,29798,28914,
137847,The University of Tampa,29992,29208,28426,27740,27044,26330,25772,25222,
215105,The University of the Arts,46680,44930,43100,41464,39908,38410,36582,34840,
221519,The University of the South,46472,45120,45120,42400,38700,37100,35756,34714,
125480,The University of West Los Angeles,,,,,,,,,
126012,The Wright Institute,,,,,,,,,
216348,Theological Seminary of the Reformed Episcopal Church,,,,,,,,,
216357,Thiel College,32596,31700,30830,29740,28868,27828,26802,26012,
124292,Thomas Aquinas College,25600,25000,24500,24500,24500,24500,24500,23600,
161563,Thomas College,27720,26900,26110,25150,24300,23460,22770,22770,
126049,Thomas Jefferson School of Law,,,,,,,,,
216366,Thomas Jefferson University,41866,40651,,,,,,,
183275,Thomas More College of Liberal Arts,21600,21600,21000,20400,20400,20400,19800,19200,
157809,Thomas More University,32090,31200,30270,29450,29153,28743,27345,26595,
141167,Thomas University,16940,16940,16940,16940,16400,15750,14740,14080,
103778,Thunderbird School of Global Management,,,,,,,,,
206048,Tiffin University,26110,25000,24000,23125,22165,21535,20700,19890,
141185,Toccoa Falls College,23184,22744,22104,21414,20710,19700,19000,18210,
196583,Torah Temimah Talmudical Seminary,11050,11050,10750,10750,10750,10450,10450,10150,
176406,Tougaloo College,10861,10600,10600,10600,10608,10218,10227,10218,
196592,Touro College,20550,19870,18200,16880,16700,15650,15250,14850,
459736,Touro University California,,,,,,,,,
459824,Touro University Nevada,,,,,,,,,
459727,Touro University Worldwide,14600,14600,14600,14600,14600,14600,15640,16260,
157818,Transylvania University,40210,38750,37290,35830,34370,33360,31560,29865,
221892,Trevecca Nazarene University,26098,25598,25100,24624,23748,23126,22330,21290,
206154,Tri-State Bible College,9100,9100,9100,9100,7800,7800,7700,7700,
152567,Trine University,32810,32176,31540,30960,30350,29600,28850,27790,
414878,Trine University-Regional/Non-Traditional Campuses,9576,9576,10832,10592,10320,10080,9840,9480,
137953,Trinity Baptist College,13130,12140,11640,11040,11040,10110,9840,9040,
200484,Trinity Bible College and Graduate School,17006,16320,16140,15912,15506,14620,13900,13440,
149505,Trinity Christian College,31175,30175,28675,27675,26665,25515,24435,23513,
130590,Trinity College,59050,56910,54770,52760,50776,49056,47510,45730,
137962,Trinity College of Florida,16300,16340,16340,15690,15690,14660,13320,12608,
146755,Trinity College of Nursing & Health Sciences,26075,27534,27458,27096,27067,27067,26612,24982,
216463,Trinity Episcopal School for Ministry,,,,,,,,,
135610,Trinity International University-Florida,13920,13680,12450,12310,11950,,,11058,
149514,Trinity International University-Illinois,33028,32390,30750,30130,28700,27360,26830,25840,
123448,Trinity Law School,,,,,,,,,
235769,Trinity Lutheran College,,,,,29650,28240,27042,23900,
206215,Trinity Lutheran Seminary,,,,,,,,,
229267,Trinity University,44680,42976,41344,39560,37856,36214,34678,32868,
131876,Trinity Washington University,24630,24150,23690,23250,22780,22316,21630,21125,
196653,Trocaire College,18340,17650,17110,16770,16290,15820,15300,14720,
141237,Truett McConnell University,21122,20230,19480,18510,18000,17400,16610,15650,
168148,Tufts University,58578,56382,54318,52430,50604,48643,46598,44666,
160755,Tulane University of Louisiana,56800,54820,52960,51010,49638,48305,46930,45240,
200527,Turtle Mountain Community College,2250,2250,2250,2250,2250,2250,2250,2250,
221953,Tusculum University,24860,24860,23700,23125,22670,22670,22250,21620,
102377,Tuskegee University,22614,22170,22170,20015,20015,19570,18900,18900,
246789,Unification Theological Seminary,,,,,,24500,24500,,
157863,Union College,27950,27140,26080,25135,24000,22980,22000,21025,
181738,Union College,24620,23780,23070,22538,21970,21080,20470,19880,
196866,Union College,57324,55290,53490,51696,50013,48384,46785,45219,
446932,Union Graduate College,,,,,,,,,
206279,Union Institute & University,13256,13256,12896,12416,12144,11904,11904,11664,
233842,Union Presbyterian Seminary,,,,,,,,,
196884,Union Theological Seminary in the City of New York,,,,,,,,,
221971,Union University,33750,32610,31510,30330,29190,28150,26880,25650,
213631,United Lutheran Seminary,,,,,,,,,
102395,United States Sports Academy,,,,,,,,,
197018,United Talmudical Seminary,14000,13962,13800,13620,13575,13535,13200,10800,
206288,United Theological Seminary,,,,,,,,,
175139,United Theological Seminary of the Twin Cities,,,,,,,,,
200554,United Tribes Technical College,4252,4252,4252,5757,5400,5210,5210,5210,
161572,Unity College,30000,29160,28350,27570,26800,25820,25000,24100,
128744,University of Bridgeport,34760,33055,32250,31630,30850,29920,29090,28140,
237312,University of Charleston,31400,30900,30400,29900,26100,23200,19650,19681,
144050,University of Chicago,60552,58230,56034,53649,51351,49380,47514,45609,
224323,University of Dallas,42680,40652,38716,37230,35800,34430,33110,31070,
202480,University of Dayton,44100,42900,41750,40940,39090,37230,35800,33400,
127060,University of Denver,52515,50556,48669,46422,44178,42090,40707,39177,
169716,University of Detroit Mercy,28840,28000,41158,39882,38626,37320,35920,34530,
153278,University of Dubuque,35570,34110,29710,28700,27895,26950,25520,24530,
150534,University of Evansville,37466,36416,35394,33966,32946,31776,30596,30556,
457402,University of Fort Lauderdale,9315,7410,7410,7410,7410,7410,7410,,
129525,University of Hartford,42182,40694,38910,37790,36460,35444,33358,32172,
179265,University of Health Sciences and Pharmacy in St. Louis,29596,29981,29451,28620,27847,26872,26078,25127,
160065,University of Holy Cross,14720,14180,13220,11632,11510,10310,9950,9710,
151263,University of Indianapolis,30976,29688,28390,27420,26290,25414,24660,23830,
200156,University of Jamestown,22428,21976,21158,20480,19870,19170,18494,17870,
117140,University of La Verne,44550,43050,41450,39900,38560,36744,35000,33350,
232609,University of Lynchburg,40690,39530,37690,36620,35555,34545,33565,32005,
200217,University of Mary,19074,18444,18224,17445,16685,15665,14730,13876,
226471,University of Mary Hardin-Baylor,29700,28650,27600,26550,26100,25650,25200,24150,
135726,University of Miami,51930,50226,48484,47004,45724,44350,42852,41220,
101693,University of Mobile,23860,23230,22210,21400,20470,19475,18690,18080,
199069,University of Mount Olive,21194,20600,19700,19000,18400,17800,17300,16800,
204185,University of Mount Union,31700,30860,29890,29120,28550,27990,27380,26650,
161457,University of New England,38750,37620,36530,35630,34760,34080,33145,31870,
182829,University of New Hampshire-Franklin Pierce School of Law,,,,,,,,,
129941,University of New Haven,40440,39270,38170,37060,35650,34630,33740,32750,
204486,University of Northwestern Ohio,11500,11350,11050,10440,9930,9725,9565,9275,
174491,University of Northwestern-St Paul,32210,31540,30794,29460,28730,28726,28020,26960,
152080,University of Notre Dame,55553,53391,51505,49685,47929,46237,44605,42971,
215062,University of Pennsylvania,57770,55584,53534,51464,49536,47668,45890,43738,
157535,University of Pikeville,21550,20950,20338,19600,18840,18290,17750,17050,
209825,University of Portland,47818,45904,44026,44104,42288,40424,38670,37404,
180258,University of Providence,26242,25168,24440,23534,22170,21556,20960,20288,
236328,University of Puget Sound,51740,49776,48090,46552,44976,43428,41868,40250,
121691,University of Redlands,50980,49504,48072,46570,44900,43186,41290,39338,
122603,University of Redlands Graduate School of Theology,,,,,,,,,
233374,University of Richmond,54690,52610,50910,49420,48090,46680,45320,44210,
205203,University of Rio Grande,27481,27481,26175,23860,23860,21930,20780,19970,
195030,University of Rochester,56030,53909,52020,50142,48280,46960,45372,43666,
152336,University of Saint Francis-Fort Wayne,31480,30430,29430,28310,27220,25930,25180,24440,
130314,University of Saint Joseph,40286,38173,38033,36870,36200,34755,33417,31826,
155812,University of Saint Mary,29880,28810,27720,26650,25620,24450,23170,21980,
148885,University of Saint Mary of the Lake,,,,,,,,,
122436,University of San Diego,51186,49358,47708,46140,44586,42908,41392,39970,
122612,University of San Francisco,50282,48066,46250,44494,42634,41450,40294,38884,
215929,University of Scranton,45790,44532,43310,42162,41044,39956,38754,37456,
219383,University of Sioux Falls,18910,18280,27980,27160,26240,25480,24550,23740,
123961,University of Southern California,58195,56225,54259,52283,50277,48280,46298,44463,
148584,University of St Francis,34000,32320,31470,30840,29950,28790,27970,26924,
174914,University of St Thomas,45780,42736,41133,39594,38105,36682,35308,33787,
227863,University of St Thomas,31460,33580,32660,31520,30310,29440,28240,26890,
156541,University of the Cumberlands,9875,23000,23000,23000,21000,20000,20000,19000,
225627,University of the Incarnate Word,32576,31484,29990,28898,27798,26490,24790,23690,
107558,University of the Ozarks,25950,24230,23750,23750,24440,24470,24350,23250,
120883,University of the Pacific,49588,48164,46346,44588,42934,41342,39810,38320,
215132,University of the Sciences,25000,25000,39994,38850,37466,36096,34742,33406,
188182,University of the Southwest,16200,16200,16200,15456,14616,14616,14280,14280,
449870,University of the West,12956,12592,11940,11412,10656,9968,9486,8900,
207971,University of Tulsa,42723,41509,41509,41509,39521,35855,34835,33095,
216542,University of Valley Forge,22000,21341,21370,20694,20394,20394,19394,18367,
210438,University of Western States,,,,,,,,,
154493,Upper Iowa University,31685,30450,29600,28890,28073,26834,24400,24400,
440004,Upper Valley Educators Institute,,,,,,,,,
206330,Urbana University,,23700,22452,22452,22012,22012,21566,21566,
455099,Urshan Graduate School of Theology,,,,,,,,,
216524,Ursinus College,53610,52050,50360,49370,47700,46080,44530,43270,
206349,Ursuline College,33440,32390,31150,29940,28520,27700,26720,25790,
446604,Uta Mesivta of Kiryas Joel,13000,12000,11500,10500,9800,9000,9000,8500,
197045,Utica College,22110,21382,20676,19996,34466,33736,33320,31930,
152600,Valparaiso University,41820,40260,38760,37450,36160,34760,33480,32250,
221999,Vanderbilt University,52070,49816,47664,45610,44712,43838,42978,42118,
149639,VanderCook College of Music,29070,28434,28434,27180,26300,25690,24890,24116,
123651,Vanguard University of Southern California,35100,33720,32430,31430,30050,30050,29250,28500,
197133,Vassar College,58770,56960,55210,53090,51250,49570,47890,46270,
188340,Vaughn College of Aeronautics and Technology,26150,25260,24550,23540,22680,21642,20450,19460,
455992,Vermont College of Fine Arts,,,,,,,,,
231147,Vermont Law School,,,,,,,,,
197142,Villa Maria College,24370,23010,22080,21080,20260,19170,18240,17600,
216597,Villanova University,55280,53308,51284,49280,47616,45966,44430,42740,
233912,Virginia Intermont College,,,,,,,24642,24642,
234164,Virginia Union University,17861,17748,17448,17034,15746,15130,15130,14630,
234137,Virginia University of Lynchburg,9000,9000,9800,7880,7880,7880,7880,7880,
234173,Virginia Wesleyan University,36860,36660,36660,35610,34428,33286,32482,30998,
449764,Visible Music College,20250,19500,19500,19500,19500,19600,22000,21000,
240107,Viterbo University,28650,27970,27150,26150,25050,23790,23330,22670,
218919,Voorhees College,12630,12630,12630,12630,12630,10780,10780,10780,
446613,W L Bonner College,5446,5446,5436,5416,5436,5436,5436,7152,
152673,Wabash College,44720,43650,42250,41050,39980,37750,35650,33950,
197197,Wagner College,48280,47090,45380,43980,42480,40750,39220,37540,
199847,Wake Forest University,55440,53322,51400,49308,47682,46200,44742,43200,
236896,Walla Walla University,28881,28035,27495,26982,26382,25866,25377,24900,
172608,Walsh College,,,,,,,,,
206437,Walsh University,31045,29980,29150,28720,27710,26650,25840,24690,
210304,Warner Pacific University,18660,18660,24500,23370,21460,20300,19770,19030,
480198,Warner Pacific University Professional and Graduate Studies,6000,6000,8520,8280,7800,10800,10560,18275,
138275,Warner University,22850,21694,21216,20712,19754,18966,18430,17480,
199865,Warren Wilson College,37364,36280,35244,33970,32560,30852,29540,27740,
154527,Wartburg College,43930,41280,39730,38380,37190,36120,34250,32740,
154536,Wartburg Theological Seminary,,,,,,,,,
216667,Washington & Jefferson College,49338,47964,46628,44900,43226,41282,39710,38310,
162210,Washington Adventist University,24800,23900,23400,23400,22790,21395,21020,20180,
234207,Washington and Lee University,54830,52455,50170,48267,46417,45617,44507,43362,
164207,Washington Bible College-Capital Bible Seminary,,,,,,,,13080,
164216,Washington College,48814,46978,44820,43842,43850,42592,41120,39944,
164243,Washington Theological Union,,,,,,,,,
179867,Washington University in St Louis,55292,53399,51533,49770,48093,46467,44841,43705,
392840,Watkins College of Art Design & Film,24750,24450,23700,23700,20790,20250,19710,19170,
436377,Watson School of Biological Sciences at Cold Spring Harbor Laboratory,,,,,,,,,
229780,Wayland Baptist University,22658,20070,18510,15060,13680,12960,12550,11900,
216694,Waynesburg University,25570,24820,24010,22800,22030,21290,20540,19810,
197221,Webb Institute,51690,50175,48775,47400,46000,44000,42750,0,
138293,Webber International University,27674,26116,25358,25358,24792,24034,21050,20418,
179894,Webster University,28700,27900,27100,26300,25500,24600,23760,23070,
190424,Weill Medical College of Cornell University,,,,,,,,,
220206,Welch College,19582,19012,18458,17920,17398,16890,12842,12348,
168218,Wellesley College,56052,53732,51148,48802,46836,45078,43554,42082,
197230,Wells College,30900,40700,39600,38530,37500,36700,35900,34700,
168227,Wentworth Institute of Technology,34970,33950,34977,33724,32500,30765,29200,27108,
176451,Wesley Biblical Seminary,,,,,,,,,
131098,Wesley College,26756,26406,26406,25646,25020,24100,23590,22392,
131973,Wesley Theological Seminary,,,,,,,,,
141325,Wesleyan College,23970,23000,22370,21750,20290,20025,19775,19000,
130697,Wesleyan University,57334,54944,52804,50912,49274,48272,47244,45928,
237905,West Virginia University Hospital Departments of Rad Tech and Nutrition,,,,,,,,,
237969,West Virginia Wesleyan College,31944,31640,30752,29752,28792,27858,26794,25804,
433387,Western Governors University,6670,6670,6070,6070,6070,6070,6070,6070,
172477,Western Michigan University-Thomas M. Cooley Law School,,,,,,,,,
168254,Western New England University,37990,36804,35740,34874,34030,33466,33020,31912,
210368,Western Seminary,,,,,,,,,
172705,Western Theological Seminary,,,,,,,,,
112525,Western University of Health Sciences,,,,,,,,,
179946,Westminster College,29490,27600,25940,24540,23480,22560,21680,20850,
216807,Westminster College,37300,36806,36276,35210,34105,33410,32445,31510,
230807,Westminster College,34984,34000,33860,32404,31528,30364,29500,28210,
216816,Westminster Theological Seminary,,,,,,,,,
125718,Westminster Theological Seminary in California,,,,,,,,,
125727,Westmont College,46594,45304,44044,42900,41360,39990,38510,37020,
149781,Wheaton College,37700,36420,35190,34050,32950,31900,30880,30120,
168281,Wheaton College,54568,52626,50850,49012,47700,46423,45074,43774,
238078,Wheeling University,29290,29290,28110,28110,28030,28030,27830,25640,
168290,Wheelock College,,,36350,34825,33835,32830,31880,30955,
237057,Whitman College,53820,52764,49780,47862,46138,44800,43500,42105,
125763,Whittier College,49514,48086,46310,44774,43280,41836,40296,38640,
237066,Whitworth University,44940,43640,42186,40562,39096,37630,36012,34346,
475200,Whitworth University-Adult Degree Programs,,,,,,,,,
216852,Widener University,47328,45948,44166,42870,41224,39830,38028,36382,
402828,Widener University-Commonwealth Law School,,,,,,,,,
244190,Widener University-Delaware Law School,,,,,13830,13410,13050,13050,
206491,Wilberforce University,13250,13250,13250,13250,13475,15140,15140,13250,
229887,Wiley College,12522,12306,12306,12064,11828,11482,11382,11382,
216931,Wilkes University,37622,36194,34896,33568,32356,31262,30350,29326,
210401,Willamette University,52290,50279,48158,47217,45617,44076,42305,40874,
176479,William Carey University,12750,12600,12300,11700,11700,11400,10800,10350,
166717,William James College,,,,,,,,,
122728,William Jessup University,34950,33550,30550,28700,26480,24990,24040,22900,
179955,William Jewell College,34450,34400,33620,32930,32330,31620,31000,30200,
199272,William Peace University,31700,30500,28700,27080,25850,24650,23900,23900,
154590,William Penn University,26100,25600,25000,24510,23930,23480,23210,23210,
179964,William Woods University,24830,24110,23260,23040,22160,21260,20650,19850,
107877,Williams Baptist University,18060,17320,17320,17320,16430,14360,13750,13150,
168342,Williams College,57280,55450,53550,51790,50070,48310,46600,44920,
443340,Williamson Christian College,14350,13525,12850,12075,11300,10425,9710,9170,
206507,Wilmington College,26775,25675,25000,25000,24500,29120,28190,27720,
131113,Wilmington University,11480,11210,10940,10670,10430,10190,9950,9710,
217013,Wilson College,25300,24595,24452,24430,24392,24380,29370,29360,
206516,Winebrenner Theological Seminary,,,,,,,,,
199962,Wingate University,35290,33166,31120,29170,27930,26300,25040,23845,
240338,Wisconsin Lutheran College,30850,29725,29140,27984,27040,25960,24770,23620,
