UnitID,Institution Name,Value of endowment assets at the end of the fiscal year (F1819_F2_RV),Value of endowment assets at the end of the fiscal year (F1718_F2_RV),Value of endowment assets at the end of the fiscal year (F1617_F2_RV),Value of endowment assets at the end of the fiscal year (F1516_F2_RV),Value of endowment assets at the end of the fiscal year (F1415_F2_RV),Value of endowment assets at the end of the fiscal year (F1314_F2_RV),Value of endowment assets at the end of the fiscal year (F1213_F2_RV),Value of endowment assets at the end of the fiscal year (F1112_F2_RV),
207403,Oklahoma Baptist University,130376413,134388718,126016164,110027708,115523717,112193664,103263215,93337527,
207324,Oklahoma Christian University,37106447,30222444,29057148,28261193,29929169,35366521,58703882,59739852,
207458,Oklahoma City University,127640901,115668152,100000474,97170984,99356461,99365549,89730284,81825937,
206835,Oklahoma Wesleyan University,7387561,7237098,6418445,5653523,5903028,5461866,4739211,3729339,
171599,Olivet College,20601799,20707797,19255282,16817663,17561038,17142441,13680373,11864550,
147828,Olivet Nazarene University,42291728,37517176,33182453,29492465,28427021,23977156,23094896,20311450,
461120,Omega Graduate School,234048,244827,251383,250346,248120,209488,,,
207582,Oral Roberts University,45020854,43551079,42979111,41896924,41353555,41126704,40490533,40115859,
209533,Oregon College of Art and Craft,,1625415,1766444,1930700,2402815,3074643,3448360,3703439,
369659,Oregon College of Oriental Medicine,,,,,,,,,
120403,Otis College of Art and Design,21044939,17647463,16488808,15305785,16178871,16004612,14414257,13698900,
442897,Ottawa University-Jeffersonville,,,,,,,,,
155636,Ottawa University-Kansas City,,,,,,,,,
428259,Ottawa University-Milwaukee,,,,,,,,,
454582,Ottawa University-Online,,,,,,,,,
155627,Ottawa University-Ottawa,16909065,16152504,15313348,14349512,15214265,18056647,18812471,17448455,
105367,Ottawa University-Phoenix,,,,,,,,,
204936,Otterbein University,101386335,97776161,93103042,85764678,91520709,95999646,85566563,77610405,
107512,Ouachita Baptist University,120789162,118705970,108181009,89602062,89155992,87394023,84143933,81062721,
227331,Our Lady of the Lake University,30284665,29730821,27670677,25879593,26415374,27039545,24934521,22810091,
178679,Ozark Christian College,4250569,4026970,3761432,3673510,3201549,3064859,2903693,2852503,
194310,Pace University,193048642,181853820,169879802,152185527,156655202,157282075,137634274,121762155,
120740,Pacific Lutheran Theological Seminary,,,,,,11362085,12506928,10499650,
236230,Pacific Lutheran University,97215000,99812716,95235419,80499771,85581438,84365076,79585706,71802576,
209603,Pacific Northwest College of Art,14933853,15575278,15812218,14832281,17035445,16823366,15301683,14382370,
455406,Pacific Northwest University of Health Sciences,1397709,1321520,1209083,1001994,1042895,1000000,,,
120768,Pacific Oaks College,9494621,9635532,9253657,7396666,6756378,6625394,6090655,4494648,
457484,Pacific Rim Christian University,,,,,,95254,70200,,
120795,Pacific School of Religion,42917098,43583057,42458912,33677004,37901828,38935783,36385831,33304215,
120838,Pacific States University,,,,,,,,,
120865,Pacific Union College,29213723,28366789,25775589,23571390,24915449,26242596,22665695,21480694,
209612,Pacific University,71233552,68714826,65843128,59169424,62730243,62954956,56382801,51180875,
140720,Paine College,12128196,17657163,11644778,,,,,8367624,
136330,Palm Beach Atlantic University,85936000,85658708,81170466,77129026,79782976,80100088,73607439,70028839,
154174,Palmer College of Chiropractic,58731307,55450449,52562568,42982363,13926846,13734206,13555842,13360728,
120698,Palo Alto University,594739,692236,685282,683082,682795,681996,681822,659268,
121628,Pardee RAND Graduate School,47156901,45419770,42697508,37714101,31942519,31746031,25191989,20044945,
178721,Park University,58966210,77973746,74959163,72061469,72626954,68302484,58361720,53861130,
243823,Parker University,1250000,1154000,1058442,31771792,31003372,29737138,27931384,21557127,
121071,Patten University,,,,,,,,,
227429,Paul Quinn College,3060872,10294956,10424989,10201254,6063281,5595282,5043832,4998226,
194392,Paul Smiths College of Arts and Science,30462027,30772817,29535080,25450045,26701075,25251883,22290171,19720403,
204990,Payne Theological Seminary,282936,33176,11126,9626,5626,100,,,
214883,Peirce College,3271824,3175705,996102,235422,239244,238688,223222,163182,
214971,Pennsylvania Academy of the Fine Arts,37873755,17280676,15636216,14646395,15125343,15900403,14161362,13145299,
215053,Pennsylvania College of Art and Design,1850446,1800243,1571735,1457605,1438962,1468303,1309630,1216052,
442356,Pennsylvania College of Health Sciences,7343381,5946947,5330325,4505152,3265978,1835002,1501828,1378086,
219842,Pentecostal Theological Seminary,19092781,17311727,16772997,16316198,15708282,15313732,14534941,14064699,
121150,Pepperdine University,917550000,904142000,860333000,781341000,793188000,790483000,715660000,607953000,
199306,Pfeiffer University,14183026,15252892,15798327,17239249,18633039,19005313,16617500,15095175,
215123,Philadelphia College of Osteopathic Medicine,417912181,406563435,332765736,303960313,262937961,261548708,202302320,180918577,
107600,Philander Smith College,9279796,10446854,10772648,9340847,10947268,10732470,9624110,10421459,
110307,Phillips Graduate University,,,,19268,19268,19269,19268,19268,
414966,Phillips Theological Seminary,87722629,79364155,63107627,57315867,54327489,49610525,45554386,40725245,
381459,Phoenix Seminary,1353060,1452460,1351860,1351560,1350960,1378360,1369640,1366034,
199315,Piedmont International University,,,,,525333,389764,389364,388964,
140818,Piedmont University,53825471,53039246,51949292,47817279,53965102,57229575,52552848,49357946,
440794,Pillar College,110813,425416,394308,946695,946918,944466,,,
458159,Pinchot University,,,,,,,,,
167455,Pine Manor College,9621706,9607790,9416876,9262014,9042867,8528885,6817507,6423290,
215424,Pittsburgh Theological Seminary,200850016,208698911,199823588,181842029,186764754,188654845,173956467,153093665,
121257,Pitzer College,144364639,141464752,136599113,128248342,132710135,134877145,118357867,110202637,
121309,Point Loma Nazarene University,61089032,61133217,55740428,51630899,51961162,47308783,39529525,35729579,
215442,Point Park University,46966012,47117897,42461282,34215179,37133997,37053220,31430019,27379287,
138868,Point University,4547626,4410532,4276413,4311675,4169122,3998265,3305716,3247520,
194541,Polytechnic Institute of New York University,,,,,,,114396000,106979000,
456481,Polytechnic University of Puerto Rico-Miami,,,,,,,,,
456490,Polytechnic University of Puerto Rico-Orlando,,,,,,,,,
121345,Pomona College,2321097000,2273707000,2165208000,1984930000,2098703000,2101461000,1823441000,1679640000,
205027,Pontifical College Josephinum,30399057,30096774,30672649,27964292,29486583,29490875,26013241,23817302,
131405,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,2359049,2340444,2324416,2310526,2293662,3522453,2268195,2254753,
455813,Pontifical John Paul II Institute for Studies on Marriage and Family,2450831,2539071,2315806,2199009,2190979,2079371,1778269,1586942,
167464,Pope St John XXIII National Seminary,4541246,4788201,4732818,4308677,7118428,6226606,5508222,7223840,
194578,Pratt Institute-Main,205216465,193639407,173082446,150985228,155583761,152809014,123371785,97599774,
218539,Presbyterian College,91533423,91855297,90184620,83401469,90068862,92030809,83445435,79883621,
105589,Prescott College,2200891,1533315,1519602,1504882,1491223,1457048,1204649,1119477,
219295,Presentation College,12164746,13047759,12119220,11704025,11800989,11455031,10682323,9686520,
186122,Princeton Theological Seminary,1130871258,1129412219,1076534245,1024237583,1075590631,1042190880,941109784,866929628,
186131,Princeton University,25623628250,25438280780,23353233273,21703487582,22291269899,20576361000,18786132000,17404002000,
148016,Principia College,384900928,402836412,377459721,360000211,364813010,374416385,339231224,310406984,
455770,Providence Christian College,27442,27442,27426,27247,26997,26068,23093,20000,
217402,Providence College,234228360,238528635,221071443,198601326,208738341,213757202,192125408,165950978,
199412,Queens University of Charlotte,152469514,152314890,145954538,101557483,98019126,98778048,88012437,84048755,
148131,Quincy University,13370934,13560718,13829933,14713427,19246629,18137759,17680729,15418071,
130226,Quinnipiac University,556603870,526568412,481625542,387963715,367874617,348869043,315199341,272087523,
384421,Rabbi Jacob Joseph School,,,,,,,,,
194657,Rabbinical Academy Mesivta Rabbi Chaim Berlin,,,,,,,,,
194693,Rabbinical College Beth Shraga,,,,,,,,,
194666,Rabbinical College Bobover Yeshiva Bnei Zion,,,,,,,,,
186186,Rabbinical College of America,,,,,,,,,
194675,Rabbinical College of Ch'san Sofer New York,,,,,,,,,
194736,Rabbinical College of Long Island,,,,,,,,,
405854,Rabbinical College of Ohr Shimon Yisroel,,,,,,,,,
205124,Rabbinical College Telshe,7026,7025,7025,416570,368668,7025,139698,284455,
194718,Rabbinical Seminary Mkor Chaim,,,,,,,,,
194763,Rabbinical Seminary of America,77866,419338,87337,86337,72468,67323,67223,61735,
231837,Radford University-Carilion,,2103941,3078074,2762840,2359215,2273312,2031918,1859497,
207157,Randall University,337193,337198,337197,337196,337195,337194,337193,337194,
233301,Randolph College,156258000,158087000,152435000,146002000,159987000,167712000,136096000,135271000,
233295,Randolph-Macon College,168754839,166220375,152127260,143390391,153784633,152138039,131812369,120837189,
178891,Ranken Technical College,71309298,70718733,67417391,64378700,69140625,63957954,56324603,55062025,
215619,Reconstructionist Rabbinical College,13185492,14047209,14311665,13793530,14309454,15895744,15276726,14495723,
209922,Reed College,583103451,582015794,542928693,503674534,524449456,524943103,470033739,426716325,
215628,Reformed Presbyterian Theological Seminary,2511779,2604761,2330897,2222822,2222823,2106404,1703480,1614893,
231651,Regent University,66610000,72001000,95281000,106827000,146190000,173990000,181555000,182925000,
167598,Regis College,41835527,41111873,41313008,33612944,35828328,34182749,33227273,15353211,
127918,Regis University,69772662,65140880,57504830,53344791,55962419,52876660,48318389,45265561,
140872,Reinhardt University,37653124,42216924,41641189,39061984,41629939,42559745,40321510,39476233,
475033,Relay Graduate School of Education,,,,,,,,,
457183,Remington College of Nursing Orlando,,,,,,,,,
460783,Remington College-Heathrow Campus,,,,,,,,,
372958,Remington College-Honolulu Campus,,,,,,,,,
135939,Remington College-Tampa Campus,,,,,,,,,
129428,Rensselaer at Hartford,3006000,3051000,2928000,2742000,2842000,4936000,4525000,4317000,
194824,Rensselaer Polytechnic Institute,736641000,715148000,674302000,632174000,673705000,654099000,612311000,579033000,
149763,Resurrection University,7794497,1933353,1899936,1856857,1891972,1810798,1678301,1537563,
217493,Rhode Island School of Design,351131518,351448638,330224115,303435588,326059396,323247672,300166088,285696135,
221351,Rhodes College,352206266,359278852,342349912,318053382,340088169,335078527,294366992,271509075,
227757,Rice University,6506177000,6228857000,5835568000,5354508000,5573038000,5553717000,4895299000,4448069000,
441104,Richmont Graduate University,1544480,1552791,1444705,1468334,1466337,1346350,1214154,1203274,
186283,Rider University,66592860,64282544,58676000,56251000,58326000,65227000,57338000,50287000,
136774,Ringling College of Art and Design,50930275,50243948,45429207,40746715,44252927,41149126,34574539,23572852,
475185,Rio Grande Bible Institute,,,,,,,,,
239628,Ripon College,94327913,92790895,84460154,76657101,77813571,82493657,71227447,62251178,
183211,Rivier University,41389109,39867887,37333637,34307430,35557978,35851698,32022619,29279538,
233426,Roanoke College,155827334,152582383,143653267,135303619,137003596,137477655,126022410,120763886,
215655,Robert Morris University,36618716,36537265,33625855,30316537,32364904,32200008,28594997,24748755,
148335,Robert Morris University Illinois,8625980,18445519,17944871,30723290,34520707,42607362,52629328,51164566,
194958,Roberts Wesleyan College,28539438,27989144,25274561,23106171,24164205,22999998,20546976,19574927,
195003,Rochester Institute of Technology,957232000,938162000,847211000,750895000,761936000,753951000,669132000,628128000,
170967,Rochester University,3929502,3853973,3757734,3665265,2937138,1477217,1204025,1168128,
195049,Rockefeller University,2293690265,2193201960,2048809384,1887021558,1987026772,1985942378,1827490201,1692618199,
148405,Rockford University,24989903,23597283,22646016,16084336,13377880,13351806,11863940,10520974,
179043,Rockhurst University,38451435,37127797,35718537,34794683,36045321,37229877,33918011,31162844,
180595,Rocky Mountain College,32055243,30891015,29772840,26460611,26149773,26250383,24538133,22154001,
217518,Roger Williams University,67137524,69203230,67584900,63030327,68690000,71653000,64031000,59165000,
409616,Roger Williams University School of Law,18911047,18578462,17492910,16215876,17601000,18306000,15099000,13693000,
136950,Rollins College,373012000,383704000,364416000,342210000,366955000,371141000,349818000,333853000,
148487,Roosevelt University,124101536,126038449,113043820,82870973,80836946,89803787,80721776,77608722,
145558,Rosalind Franklin University of Medicine and Science,81612966,83072564,81185863,73928980,74432034,70089700,64190162,61765154,
152318,Rose-Hulman Institute of Technology,218153297,213545285,206193826,191604976,201582399,199752737,178322757,165613084,
445735,Roseman University of Health Sciences,39419187,21157905,20420217,14584457,13799348,12795658,12772739,12042412,
215691,Rosemont College,17166350,17509236,17230139,16889478,13024372,12903017,12857875,12782188,
148511,Rush University,641950000,627321000,588315000,505279000,528911000,,,,
195128,Russell Sage College,38937281,36976981,35098560,32264345,30626246,30473876,27234092,21009808,
176318,Rust College,37009008,34350905,35353789,31758639,32349933,28852600,24871717,22214450,
172033,Sacred Heart Major Seminary,20311617,19509888,17244861,14524654,14215718,12328933,9614630,6894166,
239637,Sacred Heart Seminary and School of Theology,10078538,10058546,9720139,8866679,9585710,9934533,8666992,8107557,
130253,Sacred Heart University,177133374,167403999,157504844,141393748,141011618,137064747,124065180,112520372,
154235,Saint Ambrose University,171530905,158227186,139837571,127271247,134316701,132297695,117949947,105247246,
183239,Saint Anselm College,164005484,157951291,134654646,122871924,130027419,126278878,106304526,85274353,
149028,Saint Anthony College of Nursing,5629069,5710777,5356850,4866653,4570096,4811657,4517347,4146008,
148876,Saint Augustine College,133928,114162,109772,109773,106938,115673,694382,544762,
199582,Saint Augustine's University,20555159,18384953,15731770,17283710,18021788,18575636,16854687,16665809,
157632,Saint Catharine College,,,,,199852,398548,399464,395964,
216047,Saint Charles Borromeo Seminary-Overbrook,19032078,18862688,16628660,15857192,16491148,16954152,14773535,13122281,
227845,Saint Edward's University,118109114,116076670,109941977,99433834,92397741,92034679,82658955,58402356,
186618,Saint Elizabeth University,19504826,18790235,19739822,18466740,19461065,19525920,18578699,19431648,
148575,Saint Francis Medical Center College of Nursing,,,,,,,,,
215743,Saint Francis University,51793305,50298794,48672376,44271913,45757516,45307899,39427693,34705512,
195720,Saint John Fisher College,94839826,93780033,83814334,73837495,73352093,69358525,60219660,50501067,
167677,Saint John's Seminary,35223337,40517233,40784810,39745304,13119643,13021428,12367154,12257102,
174792,Saint Johns University,208737647,196765905,179747004,159303656,169513293,168915757,152164296,141510339,
160409,Saint Joseph Seminary College,,,,,,2270432,2304067,1747250,
161518,Saint Joseph's College of Maine,14133744,11550411,11832500,14789710,18107119,19070823,16328590,14154997,
215770,Saint Joseph's University,294286969,280330988,234094481,202181466,215905363,209285519,193169663,168833567,
152363,Saint Josephs College,,,,18870874,24158521,24856806,24313179,24179514,
195571,Saint Josephs Seminary and College,,,,,,,,22207516,
137032,Saint Leo University,73226006,72260795,68620458,62214381,58303306,57421648,43682218,35094702,
179256,Saint Louis Christian College,1091879,1120476,1115347,1072483,1217404,1102130,1111765,1031265,
179159,Saint Louis University,1252677869,1226095445,1149590385,1053035494,1093348321,1076959263,956014050,852841749,
179450,Saint Luke's College of Health Sciences,5086682,5723124,4322470,4092109,4164270,3819450,3819450,3238847,
236452,Saint Martin's University,26260776,21796274,20604656,17492322,17317429,16837641,15119759,12673850,
152390,Saint Mary's College,201131308,194387661,177882580,165662259,164905606,148102212,135423133,123262106,
123554,Saint Mary's College of California,181312578,180473706,178622360,164994667,170105332,166475802,143902513,126303866,
174817,Saint Mary's University of Minnesota,61788110,65102406,58634247,53848955,56151177,53163194,48955549,44044762,
152381,Saint Mary-of-the-Woods College,12896452,13253353,13339557,12119538,12654776,12645031,11585167,10572192,
152451,Saint Meinrad School of Theology,45851255,40451087,38970600,36926478,36408865,44559832,39483674,37086761,
231059,Saint Michael's College,89072641,89933348,87456440,83034967,88521380,91362728,78327780,69734796,
239716,Saint Norbert College,144427290,146337194,108663766,99680103,105455661,95986530,85111254,71013476,
179317,Saint Paul School of Theology,32159198,32514185,32477921,29208740,29650012,30032408,28778855,29585892,
233499,Saint Pauls College,,,,,,,,5734153,
186432,Saint Peter's University,35659030,34385256,32042227,30458703,30999978,31052934,28759493,27307304,
215798,Saint Vincent College,113406673,109819967,98817264,84930813,86954737,89758038,78366120,71337060,
136701,Saint Vincent de Paul Regional Seminary,27315714,25071829,21012584,17118799,16643973,16554122,14647974,13304505,
215813,Saint Vincent Seminary,,,,,,,,,
195580,Saint Vladimirs Orthodox Theological Seminary,16660219,16472134,15592265,12419912,13308399,13756054,11962616,11228048,
148627,Saint Xavier University,17028843,13650425,11702901,10278394,12583358,12245230,10355663,9374505,
199607,Salem College,59857730,60673349,57875976,55833328,61551207,62555683,54135041,49308020,
180647,Salish Kootenai College,15170250,14182037,13223796,11406178,11986415,11651056,10049820,9113018,
214564,Salus University,46264055,24807417,23361107,38711190,40265179,40747367,35178811,31652668,
217536,Salve Regina University,63790000,62711000,59885000,53951000,57006000,58633000,49967000,44263000,
102049,Samford University,347137118,345325875,335023718,316689684,319249582,323843012,294872360,289110511,
122296,Samuel Merritt University,30403514,30238874,29898394,28812291,27682158,27351845,27081349,26901641,
112084,San Diego Christian College,682348,701466,692631,656599,656599,653888,642861,532546,
122454,San Francisco Art Institute,10324429,10453377,10332896,8847542,9453336,9313771,8090211,7649040,
122506,San Francisco Conservatory of Music,43277000,42871000,41260000,37131000,40379000,41221000,37278000,35655000,
122649,San Joaquin College of Law,754381,724271,661238,597169,593338,568089,507635,431356,
200244,Sanford College of Nursing,,,,,,1877974,1559518,1233900,
122931,Santa Clara University,1019760000,979248000,905858000,840706000,884746000,,760218000,688118000,
195304,Sarah Lawrence College,112749765,113750536,105236499,89955309,91180191,87213796,75768291,66019091,
140951,Savannah College of Art and Design,185104593,154774022,123347513,79556433,49869354,18629324,16393250,19341908,
123095,Saybrook University,,,,,,,,,
143048,School of the Art Institute of Chicago,240188000,224396000,212289000,187122000,195653000,189848000,168892000,155487000,
166984,School of the Museum of Fine Arts at Tufts University,,,,0,25031997,27136544,24213569,24143967,
228042,Schreiner University,72735023,71568382,69186376,57896127,61440845,60474358,57428579,50972683,
123165,Scripps College,375584840,362045500,336706779,295781717,305249606,310536027,282289240,256996859,
236577,Seattle Pacific University,120745000,110084000,99732000,81042000,78549000,69625000,58725000,45782000,
236595,Seattle University,234340729,241184304,224040504,194997046,201582730,210641538,184730808,174149940,
102058,Selma University,55648,55648,55648,,,,,,
195429,Seminary of the Immaculate Conception,,,,,,,,,
232885,Sentara College of Health Sciences,1433216,1486110,1500356,1506945,1508676,1477985,1509560,1401983,
186584,Seton Hall University,355937000,257719000,251054000,236798000,263932000,268654000,240202000,224233000,
215947,Seton Hill University,41847043,40405908,37824970,33148081,33888211,34243856,32875242,30041844,
195438,Sh'or Yoshuv Rabbinical College,,,,,,,,,
123280,Shasta Bible College and Graduate School,,,,,,,,,
199643,Shaw University,10890247,10668170,10505698,10131558,9956176,9826570,9206074,9109525,
233541,Shenandoah University,68133756,66182279,63422495,60320841,63021010,62660241,54892584,52748470,
461485,Shepherds Theological Seminary,,,,,,,,,
218751,Sherman College of Chiropractic,611845,559924,559759,558325,558326,558325,509165,476668,
480499,Shiloh University,,,,,,,,,
148849,Shimer College,,,,811898,901147,900947,883840,683840,
140988,Shorter University,13976210,12544683,14090077,13551234,14767771,14987046,13589660,13284521,
448309,Shorter University-College of Adult & Professional Programs,,,,,,,,,
195474,Siena College,137220433,135261551,129067735,121498306,132158170,138819537,132794246,120672285,
172264,Siena Heights University,14901903,13627897,12422717,10875808,10904696,10482054,8837462,7820061,
182458,Sierra Nevada University,4625250,4382400,4216166,4343564,4526673,4689027,4284727,4084197,
461759,Simmons College of Kentucky,1,13677,15309,101162,102648,105092,274938,,
167783,Simmons University,195674187,194859386,188165774,175821000,186030000,179984000,158300000,144900000,
154350,Simpson College,83808538,86947836,84607132,79823014,86006393,85363062,78609361,69166031,
123457,Simpson University,7514511,7400106,7206577,6539894,6493269,5521964,5139359,4196297,
219374,Sinte Gleska University,2885811,2860784,2843908,2927064,2863963,2766002,2711471,2749751,
219240,Sioux Falls Seminary,2739727,2626460,2415145,1993513,1623800,1489661,249791,1267954,
231068,SIT Graduate Institute,48090451,48907041,47875518,44304964,48715299,49535429,45072618,43126382,
195526,Skidmore College,373864000,379340000,363024000,329902000,350042000,330594000,303092000,280775000,
167835,Smith College,1913252543,1875092651,1767465922,1627469366,1781763199,1755755134,1557426714,1409755120,
110778,Sofia University,,,,,,,835604,1405440,
163921,Sojourner-Douglass College,,,,,,,,,
399911,Soka University of America,1270123000,1275811000,1239053000,1161267000,1221435000,1249761000,1117424000,1035512000,
123633,South Baylo University,,,,,,,,,
366003,South Florida Bible College and Theological Seminary,,,,,,,,,
228194,South Texas College of Law Houston,43632591,44194471,43120382,40753215,39301495,42722579,38854213,37120532,
176336,Southeastern Baptist College,,,,,,,,,
102261,Southeastern Bible College,,,,1518701,1514323,1508350,1498852,1487618,
137564,Southeastern University,9097593,8521757,10710634,9253414,8945726,8252940,6811351,5761516,
221661,Southern Adventist University,44822092,43159512,38140233,33870003,33232747,27936716,26186810,23299386,
123952,Southern California Institute of Architecture,3842000,3108000,2709000,,,1922000,983340,,
117575,Southern California Seminary,115261,115260,115261,115260,115261,115260,115270,115260,
117672,Southern California University of Health Sciences,1829352,1794412,1801006,1779875,339712,81000,81000,,
221670,Southern College of Optometry,21812989,19250424,18808311,16798030,17475572,18224617,17072342,15452915,
228246,Southern Methodist University,1607333000,1619232000,1505303000,1383981000,1505296000,1425146000,1268079000,1162415000,
206862,Southern Nazarene University,33757497,36098813,24714220,24196834,23569490,23086486,22871032,21622348,
183026,Southern New Hampshire University,39055520,35067286,29333198,23975222,21811715,19802869,16965325,11684551,
231086,Southern Vermont College,,2683990,3084450,4054013,3708941,3479365,2031303,1718522,
233611,Southern Virginia University,1406300,1450211,1283462,1086722,1141135,893697,713687,609747,
217776,Southern Wesleyan University,5770067,5488936,5055282,4959562,4845154,4458027,4261138,3984889,
179326,Southwest Baptist University,29899042,27877657,25795030,24818590,26738813,25089420,22075758,18713924,
420246,Southwest College of Naturopathic Medicine & Health Sciences,72898,60991,59450,56850,53250,45696,42478,41850,
228468,Southwestern Adventist University,14887810,13131532,11430381,10970381,10473208,7260825,7318658,7196249,
228325,Southwestern Assemblies of God University,10134385,10465389,9927081,8822628,8687342,7923960,7758678,6570177,
228486,Southwestern Christian College,,,,,,,,,
207856,Southwestern Christian University,1720067,1709996,505113,984427,861643,878282,849202,822758,
188207,Southwestern College,1026604,963521,897455,823523,770859,783989,687071,631294,
155900,Southwestern College,27805047,26729244,26542378,26498821,29595690,30842665,23053413,19879324,
123970,Southwestern Law School,19064889,18629262,16763332,14436415,14437591,13735958,11324682,9638928,
228343,Southwestern University,296412699,281475886,255545708,239942890,255955406,265590566,252949637,250622946,
157757,Spalding University,20739496,21198753,19076522,17510756,16568893,15276251,12957495,11365992,
141060,Spelman College,390461996,389406802,366226708,346981172,362986405,367036697,327171376,309138907,
148982,Spertus College,15442439,14516418,13924483,8614034,8815959,8835294,7965464,7065332,
172334,Spring Arbor University,17467694,16985504,15332666,13735157,13311307,12558776,10756866,8963220,
102234,Spring Hill College,18160532,19756926,19718042,19709547,21572324,22874407,20520876,18672244,
167899,Springfield College,80003815,78023912,72252770,62006232,64406733,66260741,55654326,48166602,
475273,Springfield College-Regional  Online  and Continuing Education,,,,,,,,,
195155,St Bernard's School of Theology and Ministry,5425481,5761935,5316227,4838715,5037439,5004678,4433321,3266486,
195164,St Bonaventure University,71691879,72433720,66789650,60430683,63222695,61782106,56862767,50562149,
175005,St Catherine University,93358622,93559626,88372712,74767468,80333293,74887264,64604914,51821028,
195173,St Francis College,70327667,73938182,75753294,70931170,74647235,77618460,70378635,65356710,
123855,St John's Seminary,94704342,83474168,78330568,71503028,74077875,76329093,65964390,60188584,
195216,St Lawrence University,315660579,305688519,295884037,267593470,282085578,283875717,251421388,230276122,
461069,St Luke University,,,,,,,,,
163842,St Mary's Seminary & University,,,,,,,,71094653,
174844,St Olaf College,540137850,536821223,499443476,448381792,456240248,436671810,380180902,329606569,
130448,St Vincent's College,,,3902994,3929197,4234988,4409939,3889757,4151929,
199698,St. Andrews University,7097953,7113900,6739626,8342595,8204474,8447113,8734930,8586517,
207689,St. Gregory's University,,,,11621024,11788276,11870457,11585155,9642633,
137272,St. John Vianney College Seminary,7999894,7841921,7661262,7080934,7209938,7425059,6672067,8092739,
163976,St. John's College,132916105,96461657,92672130,83039808,89799685,89274508,80723158,74498250,
245652,St. John's College,84382643,78389173,76896559,56819099,53329105,48651797,28498219,,
148593,St. John's College-Department of Nursing,2289309,2040997,1874267,1734938,1697067,1703175,1595125,1497661,
195809,St. John's University-New York,748873000,756099000,716485000,643376000,685937386,664643254,416230509,350486000,
195544,St. Joseph's College-New York,9780000,8502000,7304000,25896000,24396000,51776000,50599000,33078000,
228149,St. Mary's University,196463000,196013000,183037000,168765000,182997000,174530000,153674225,136369498,
195243,St. Thomas Aquinas College,52532785,50612428,45963512,43304996,43170532,42549138,37236926,32518604,
137476,St. Thomas University,29604893,29003125,27003325,24157795,24933675,22615394,19496006,18005267,
243744,Stanford University,27699834000,26464912000,24784943000,22398130000,22222957000,21466006000,18688868000,17035804000,
123916,Starr King School for the Ministry,6288663,6896153,7491687,5303853,6377220,7445691,7086921,6300788,
179548,Stephens College,50960193,49502230,46816822,42883737,47343426,46799691,41190781,34672829,
155937,Sterling College,17293994,23113312,16992335,15973485,15349786,14934333,15704587,14073982,
231095,Sterling College,1040296,1018241,940672,1035414,1104836,1040895,922213,838263,
137546,Stetson University,255416253,242868488,228734827,205993055,208878395,207832070,173157560,147682533,
186867,Stevens Institute of Technology,224304000,206806000,183934000,166025000,173681000,173055000,155749000,140876369,
164173,Stevenson University,98277087,89906530,82676558,69789686,79078747,77419161,65188808,56310622,
102270,Stillman College,19060678,18471456,17847927,17944045,16981240,17344861,18267643,17879444,
167996,Stonehill College,217240018,211414415,194142067,178738401,188638643,190987117,171222793,146701998,
168005,Suffolk University,256299963,249136919,231720743,181636189,185813403,194540110,164687874,128935308,
447953,SUM Bible College and Theological Seminary,121700,,,,,,,,
181543,Summit Christian College,,,,,,,,,
216278,Susquehanna University,175667010,169795178,161178061,143234567,148746477,151751947,133704567,121175502,
216287,Swarthmore College,2131553000,2115768000,1955532000,1746962000,1845799000,1876669000,1634685000,1498775000,
233718,Sweet Briar College,70456541,74817347,76875074,75095402,77443141,94037842,88058200,84725508,
196413,Syracuse University,1392691380,1338287247,1258728050,1156828006,1166108676,1183243707,1053213559,940055706,
155973,Tabor College,10961317,10202555,9446276,8723730,8701859,8535363,7524940,6055128,
102298,Talladega College,2592980,2561968,2423263,2381575,3472095,3318382,3306091,3139555,
137777,Talmudic College of Florida,,,,,,,,,
186900,Talmudical Academy-New Jersey,,,,,,,,,
196440,Talmudical Institute of Upstate New York,,,,,,,,,
451404,Talmudical Seminary of Bobov,,,,,,,,,
196431,Talmudical Seminary Oholei Torah,,,,,,,,,
216311,Talmudical Yeshiva of Philadelphia,,,,,,,,,
152530,Taylor University,93013707,94075609,87026000,76730628,81048212,79677058,72523460,65604814,
196468,Teachers College at Columbia University,342745032,324092116,290822541,275330127,263086307,276665177,239855754,209627625,
149329,Telshe Yeshiva-Chicago,,,,,,,,,
221856,Tennessee Temple University,,,,,,721910,752442,650144,
221731,Tennessee Wesleyan University,12725619,12132867,11362132,10610165,10627009,11148416,9704027,9544601,
228866,Texas Chiropractic College Foundation Inc,4889493,4821018,4707551,4483458,3814374,3815245,4233653,5827458,
228875,Texas Christian University,1620665000,1595949000,1471789000,1407057000,1486003000,1393241000,1256030000,1110868000,
228884,Texas College,5434907,4748468,4408307,3219987,3014703,1863165,1863527,1718210,
228981,Texas Lutheran University,92117274,99181245,94995542,87489812,91621052,93287083,87183816,76822947,
229160,Texas Wesleyan University,59523431,62012024,66876882,57438220,56428371,40693447,38836554,33795421,
132408,The Baptist College of Florida,7854320,7775017,7846795,6985526,6629194,6514982,6194534,5962580,
164933,The Boston Conservatory,,,,,13842305,11735026,10856720,9170386,
